scenario_id,agent_type,judge_face_plausibility,judge_trace_believability,judge_rationale_alignment,judge_urban_common_sense,trace_feasibility,face_feasibility_gap,face_believability_gap,goal_completion,impossible_trace_rate,main_issue,brief_reason
commute_disruption,api_llm_direct_actor,0.93,0.84,0.98,0.9,1.0,0.0,0.09,1.0,0.0,minor sequencing oddity,"The commute diversion to a slower park route and arriving at the office before the deadline is very plausible, though the dwell/finish sequence is a bit redundant."
commute_disruption,api_llm_plan_then_act,0.95,0.93,0.98,0.96,1.0,0.0,0.02,1.0,0.0,none,"Aria takes a sensible detour around the disrupted hub, reaches the office well before the deadline, and the reasons match the actions and commute context."
commute_disruption,api_llm_reactive_replanner,0.93,0.88,0.96,0.91,1.0,0.0,0.05,1.0,0.0,minor route ambiguity,"The commuter reroutes around a public transit disruption, reaches the office before the deadline, and the stated reasons mostly match the actions, with only slight ambiguity about the exact path from park to office."
conflicting_social_obligation,utility_planner,0.95,0.78,0.97,0.88,1.0,0.0,0.17,1.0,0.0,slight premature finish,"The agent reasonably protects a work block and sends a polite, specific reply, but the trace ends early instead of carrying the episode through the full time window."
conflicting_social_obligation,api_llm_direct_actor,0.93,0.72,0.97,0.89,1.0,0.0,0.21,1.0,0.0,redundant dwell overshoots goal,"The actions and message are realistic and socially appropriate, but the trace pads the work block with an extra dwell instead of clearly finishing or transitioning, making the sequence slightly less believable overall."
conflicting_social_obligation,api_llm_plan_then_act,0.98,0.97,0.99,0.96,1.0,0.0,0.01,1.0,0.0,none,"The agent follows a realistic priority order: finishes the work block, declines the invitation politely, and avoids any infeasible commitment or unnecessary travel."
conflicting_social_obligation,api_llm_reactive_replanner,0.98,0.97,0.99,0.96,1.0,0.0,0.01,1.0,0.0,none,"Aria completes the work block, sends a polite and specific decline, and ends coherently without overcommitting or wasting budget."
lunch_meeting_time_pressure,utility_planner,0.72,0.0,0.84,0.66,1.0,0.0,0.72,1.0,0.0,premature finish,"The move to the nearby cafe and waiting for the meeting window are reasonable, but ending the episode at 12:25 without actually meeting Ben makes the full trace feel incomplete and implausible."
lunch_meeting_time_pressure,api_llm_direct_actor,0.9,0.6,0.95,0.78,1.0,0.0,0.3,1.0,0.0,over-waiting without confirming arrival,"The plan sounds reasonable and matches the quiet, punctual lunch goal, but the trace becomes less believable because Aria repeatedly waits and messages without any evidence Ben responds or arrives."
lunch_meeting_time_pressure,api_llm_plan_then_act,0.84,0.46,0.88,0.78,1.0,0.0,0.38,0.55,0.0,idle waiting / missed meeting action,"The plan to head to the quieter cafe is sensible, but the trace then just dwells until after the meeting window without any explicit meeting or coordination, making the full behavior feel incomplete."
lunch_meeting_time_pressure,api_llm_reactive_replanner,0.91,0.58,0.95,0.82,1.0,0.0,0.33,1.0,0.0,over-waiting after arrival,"The plan is locally sensible and matches Aria’s preference for a quiet, nearby lunch spot, but the trace spends several extra steps waiting without any evidence Ben actually arrives or that co-presence is achieved."
memory_dependent_place_choice,utility_planner,0.93,0.84,0.97,0.91,1.0,0.0,0.09,1.0,0.0,early finish before meeting,"The agent’s choice of the quiet cafe matches the memory cue and the wait is sensible, but the trace ends at the meeting start instead of showing the meeting with Ben."
memory_dependent_place_choice,api_llm_direct_actor,0.92,0.72,0.97,0.74,1.0,0.0,0.2,1.0,0.0,missed meeting with Ben,"The choice of the quiet cafe is very plausible and matches the memory cue, but the trace repeatedly dwells there and never actually meets Ben within the intended time window."
memory_dependent_place_choice,api_llm_plan_then_act,0.96,0.84,0.98,0.95,1.0,0.0,0.12,1.0,0.0,abbreviated meetup confirmation,"The agent sensibly chooses the remembered quiet cafe, works there, and coordinates a meetup without drifting to the noisy cafe, though the trace ends a bit early without showing Ben’s actual arrival."
memory_dependent_place_choice,api_llm_reactive_replanner,0.95,0.68,0.98,0.84,1.0,0.0,0.27,1.0,0.0,missed meeting window,"The actions and reasons are coherent for choosing a quiet cafe and working there, but the trace ends before clearly meeting Ben and contains repetitive dwelling that makes the full sequence less convincing."
unexpected_friend_encounter,utility_planner,0.31,0.0,0.72,0.22,1.0,0.0,0.31,0.75,0.0,incomplete errands and premature finish,"The move to the pharmacy is locally sensible, but the trace ends immediately without buying groceries, handling Casey, or using the available time realistically."
unexpected_friend_encounter,api_llm_direct_actor,0.74,0.18,0.95,0.22,0.75,0.0,0.56,0.45,0.25,repetitive social looping,"The individual interactions are locally plausible, but the trace repeatedly reuses the same brief opportunity with Casey and never performs the grocery or pharmacy errands, making the full behavior feel unrealistic."
unexpected_friend_encounter,api_llm_plan_then_act,0.83,0.58,0.88,0.76,1.0,0.0,0.25,1.0,0.0,odd sequencing / missing grocery completion,"The actions sound like a reasonable errand-and-chat plan, but the trace never clearly completes groceries and the timing/order feels a bit compressed and underspecified."
unexpected_friend_encounter,api_llm_reactive_replanner,0.88,0.86,0.96,0.91,1.0,0.0,0.02,1.0,0.0,missing groceries step,"The sequence sounds like a reasonable errands-first plan with a brief opportunistic chat, but it never explicitly shows buying groceries even though the final finish claims everything is done."
