repeat_id,scenario_id,family,agent_type,goal_completion,trace_feasibility,intention_consistency,replanning_success,judge_face_plausibility,judge_trace_believability,face_believability_gap,impossible_trace_rate,done_state_loop_rate,social_derailment_rate,plan_plausibility,plausibility_feasibility_gap,travel_efficiency,budget_consistency,social_appropriateness,feasibility_violation,city_false_continue,face_feasibility_gap,judge_rationale_alignment,judge_urban_common_sense,failure_taxonomy,judge_main_issue,judge_brief_reason
1,conflicting_social_obligation,social_spatial_tradeoff,utility_planner,1.0,1.0,1.0,,0.93,0.82,0.11,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.97,0.9,{},slightly truncated episode,"The agent behaves like a reasonable freelancer: it protects a work block, answers Ben honestly and politely, and does not make an infeasible commitment, though the trace ends a bit abruptly."
1,conflicting_social_obligation,social_spatial_tradeoff,api_llm_direct_actor,1.0,1.0,1.0,,0.97,0.72,0.25,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.95,0.9,{},redundant dwell/overlong work block,"The message and work-first choice are very plausible, but the trace overextends the work block with a redundant second dwell and then finishes early, which makes the full sequence slightly less believable."
1,conflicting_social_obligation,social_spatial_tradeoff,api_llm_plan_then_act,1.0,1.0,1.0,,0.97,0.95,0.02,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.99,0.96,{},none,"The agent completes the work block, declines politely and specifically, and stays in place with budget intact, which reads like a very plausible urban schedule."
1,conflicting_social_obligation,social_spatial_tradeoff,api_llm_reactive_replanner,1.0,1.0,1.0,,0.98,0.97,0.01,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.99,0.96,{},none,"Aria completes the work block, declines the theatre invite politely and specifically, and then stops, which is a very plausible response to the conflicting obligations."
1,detour_commute_midroute_block,disruption,utility_planner,0.35,0.0,0.0,0.0,0.32,0.28,0.04,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.32,0.62,0.25,"{""impossible_route"": 1}",ignores mid-route disruption,"The agent’s move to the office is superficially commuter-like, but it skips the expected rerouting logic and makes no mention of the service alert or any detour despite the scenario’s disruption."
1,detour_commute_midroute_block,disruption,api_llm_direct_actor,0.65,0.875,0.65,1.0,0.67,0.24,0.43,0.125,1.0,0.0,1.0,0.125,0.338,1.0,,0.0,0.0,0.0,0.74,0.28,"{""done_state_loop"": 1}",route dithering / looping,"The detour choice is reasonable in response to the hub alert, but the trace repeatedly oscillates between park and cafe without clear progress, making the full commute feel erratic and only weakly city-like."
1,detour_commute_midroute_block,disruption,api_llm_plan_then_act,0.85,0.75,0.637,1.0,0.76,0.62,0.14,0.25,0.0,0.0,1.0,0.25,0.491,0.0,,0.25,1.0,0.01,0.88,0.67,"{""money_budget_failure"": 1}",impossible budget/route details,"The commute and detour narrative are sensible, but the trace shows odd route choices and an infeasible negative budget, which weakens full-sequence believability."
1,detour_commute_midroute_block,disruption,api_llm_reactive_replanner,1.0,1.0,1.0,1.0,0.78,0.66,0.12,0.0,0.0,0.0,1.0,0.0,0.491,1.0,,0.0,0.0,0.0,0.74,0.8,{},route inconsistency,"The commute and reroute are broadly plausible, but the trace mentions several different detour paths and a vague justification that weakens the full-sequence realism."
1,lunch_meeting_time_pressure,time_pressure,utility_planner,1.0,1.0,1.0,,0.91,0.78,0.13,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.95,0.88,{},minimal engagement with meeting,"The agent’s move-and-wait plan is a very plausible lunch-meeting response under time pressure, though the trace feels slightly thin because it never actually shows Ben arriving or any adaptation to the later crowd event."
1,lunch_meeting_time_pressure,time_pressure,api_llm_direct_actor,1.0,1.0,1.0,,0.93,0.84,0.09,0.0,0.0,0.0,1.0,0.0,0.286,1.0,1.0,0.0,0.0,0.0,0.96,0.91,{},over-waiting,"The plan is coherent and matches the quiet-meeting goal, but it spends most of the episode waiting and messaging rather than actively ensuring Ben arrives."
1,lunch_meeting_time_pressure,time_pressure,api_llm_plan_then_act,0.55,1.0,0.55,,0.9,0.82,0.08,0.0,0.0,0.0,1.0,0.0,0.286,1.0,0.0,0.0,0.0,0.0,0.97,0.88,{},timing inconsistency,"The plan is broadly sensible—go to the quieter cafe and wait there—but the reported wait extends past the stated lunch meeting window, which slightly weakens full-trace believability."
1,lunch_meeting_time_pressure,time_pressure,api_llm_reactive_replanner,1.0,1.0,1.0,,0.78,0.42,0.36,0.0,0.0,0.0,1.0,0.0,0.286,1.0,1.0,0.0,0.0,0.0,0.86,0.73,{},premature finish without co-presence,"The plan is locally sensible—go to a quieter cafe, message Ben, then wait—but it ends as if the meeting succeeded without any evidence Ben arrived, so the full trace feels incomplete."
1,meeting_wait_trap,time_pressure,utility_planner,0.8,1.0,0.8,,0.62,0.28,0.34,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.52,0.44,{},waiting trap / missing coordination,"The move-and-wait pattern sounds like a reasonable lunch-meeting attempt, but the trace ends before confirming Ben or actually achieving co-presence, so the full behavior looks incomplete and coordination-poor."
1,meeting_wait_trap,time_pressure,api_llm_direct_actor,0.55,1.0,0.55,,0.82,0.28,0.54,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.83,0.35,{},message loop without movement,"The individual messages sound like a normal lunch-coordination attempt, but the trace gets stuck repeatedly asking for confirmation and never actually travels or meets Ben."
1,meeting_wait_trap,time_pressure,api_llm_plan_then_act,1.0,1.0,1.0,,0.86,0.52,0.34,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.84,0.78,{},premature finish / unverified meeting,"The plan sounds like a reasonable lunch coordination attempt, but it waits at Central Cafe without evidence of Ben’s reply or actual co-presence, so the full trace looks incomplete and somewhat goal-drifting."
1,meeting_wait_trap,time_pressure,api_llm_reactive_replanner,0.55,1.0,0.55,,0.84,0.36,0.48,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.74,0.41,{},repetitive over-messaging instead of coordinating,"The individual messages and café choice are reasonable, but the trace loops on confirmation requests for too long and arrives late without ever actually establishing co-presence."
1,memory_dependent_place_choice,memory,utility_planner,1.0,1.0,1.0,,0.94,0.78,0.16,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.93,0.9,{},early finish,"The agent’s choice of the quiet cafe and waiting until the meeting window are coherent and urban-plausible, but the trace ends as soon as the window opens rather than showing the actual meetup or longer work behavior."
1,memory_dependent_place_choice,memory,api_llm_direct_actor,1.0,1.0,1.0,,0.94,0.72,0.22,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.98,0.86,{},over-dwelling without meeting Ben,"Choosing the quiet cafe fits the memory and stated preferences well, but the trace keeps repeating dwell actions there and never shows the Ben meetup within the time window."
1,memory_dependent_place_choice,memory,api_llm_plan_then_act,1.0,1.0,1.0,,0.96,0.9,0.06,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.98,0.95,{},none,"The agent follows a very natural morning routine: chooses the quieter memory-matched cafe, works there, messages Ben, and stays put for the meetup window without any odd detours."
1,memory_dependent_place_choice,memory,api_llm_reactive_replanner,1.0,1.0,1.0,,0.96,0.0,0.96,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.98,0.95,{},minor truncation,"The agent sensibly chooses the quiet cafe from memory, waits there, and ends once the meetup window begins, which reads like ordinary city behavior."
1,school_pickup_social_detour,social_spatial_tradeoff,utility_planner,0.8,0.0,0.0,,0.43,0.18,0.25,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.43,0.34,0.22,"{""closed_place_action"": 1}",premature completion,"The trace moves directly to school, which is locally reasonable, but it ignores the available social detour and the pickup deadline context, then ends immediately as if the whole episode were already satisfied."
1,school_pickup_social_detour,social_spatial_tradeoff,api_llm_direct_actor,0.8,0.5,0.4,,0.96,0.94,0.02,0.5,0.0,0.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.46,0.98,0.95,"{""closed_place_action"": 1}",none,"Aria acts like a reasonable caregiver: she heads straight to school, politely declines an overly tempting detour, and finishes well before the pickup deadline."
1,school_pickup_social_detour,social_spatial_tradeoff,api_llm_plan_then_act,1.0,1.0,1.0,,0.96,0.94,0.02,0.0,0.0,0.0,1.0,0.0,0.929,1.0,1.0,0.0,0.0,0.0,0.98,0.95,{},none,"The trace cleanly balances a brief social detour with an on-time school pickup, and the stated reasons match the actions throughout."
1,school_pickup_social_detour,social_spatial_tradeoff,api_llm_reactive_replanner,0.8,0.0,0.0,,0.97,0.96,0.01,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.97,0.99,0.98,"{""closed_place_action"": 1}",none,"Aria follows a straightforward, sensible priority by going directly to school before the deadline and declining an unnecessary social detour."
1,unexpected_friend_encounter,opportunistic_social,utility_planner,0.75,1.0,0.75,,0.56,0.24,0.32,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.33,0.29,{},missing errands/social opportunity,"The move to the pharmacy is a normal errand, but the trace abruptly finishes after one stop, leaving groceries undone and ignoring the likely friend encounter and time window."
1,unexpected_friend_encounter,opportunistic_social,api_llm_direct_actor,0.45,0.75,0.45,,0.58,0.18,0.4,0.25,0.0,1.0,1.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.22,"{""goal_drift"": 1, ""social_derailment"": 1}",repeated redundant social loop,"The initial decision to chat briefly at the market is plausible, but the trace repeatedly re-enters the same 8-minute interaction and never does the groceries or pharmacy errands, so the full behavior looks unrealistic."
1,unexpected_friend_encounter,opportunistic_social,api_llm_plan_then_act,0.75,1.0,0.75,,0.68,0.41,0.27,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.52,{},unfinished errands / abrupt stop,"The actions and reasons are locally sensible for a brief market encounter followed by a pharmacy trip, but the trace ends too early and never shows the groceries errand being completed."
1,unexpected_friend_encounter,opportunistic_social,api_llm_reactive_replanner,1.0,1.0,1.0,,0.83,0.22,0.61,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.58,0.24,{},missing groceries visit,"The interaction and pharmacy trip sound reasonable, but the trace ends without actually returning to the market groceries objective, so the full behavior feels incomplete and oddly premature."
2,avoid_crowd_event,preference_constraint,utility_planner,1.0,1.0,1.0,,0.78,0.42,0.36,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.88,0.47,{},prematurely incomplete,"Going to a park for exercise is plausible, and the stated reason matches the move, but the trace stops immediately without attempting groceries or showing any response to the concert crowd."
2,avoid_crowd_event,preference_constraint,api_llm_direct_actor,1.0,1.0,1.0,,0.72,0.46,0.26,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.88,0.54,{},missed groceries and repetitive dwell,"The route to the park and avoidance of the concert crowd are sensible, but the trace repeatedly dwells in place, never picks up groceries, and feels more like stalling than a complete urban errand."
2,avoid_crowd_event,preference_constraint,api_llm_plan_then_act,1.0,1.0,1.0,,0.87,0.82,0.05,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.93,0.9,{},budget depletion,"The sequence is urbanly normal and matches the stated preference to avoid the plaza crowd, but ending with budget exactly at zero makes the shopping outcome a bit strained."
2,avoid_crowd_event,preference_constraint,api_llm_reactive_replanner,1.0,1.0,1.0,,0.71,0.42,0.29,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.78,0.58,{},missed groceries goal,"Going to the park to avoid the concert crowd is plausible, but the trace stops early and never attempts the grocery pickup, making the full behavior incomplete."
2,budget_errand_chain,budget_constraint,utility_planner,1.0,1.0,1.0,,0.96,0.94,0.02,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.98,0.97,{},none,"The agent follows a straightforward, realistic errand chain that matches the budget and returns home on time, with reasons that align cleanly to the actions."
2,budget_errand_chain,budget_constraint,api_llm_direct_actor,1.0,0.75,0.875,,0.72,0.38,0.34,0.25,1.0,0.0,1.0,0.25,0.468,1.0,,0.125,0.0,0.0,0.66,0.55,"{""done_state_loop"": 1, ""time_budget_failure"": 1}",errand loop / repeated detour,"The early pharmacy-to-diner-to-home sequence is reasonable, but the trace then backtracks to the pharmacy and never clearly completes dinner, making the overall behavior look drifted and repetitive."
2,budget_errand_chain,budget_constraint,api_llm_plan_then_act,1.0,1.0,1.0,,0.99,0.98,0.01,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.99,0.98,{},none,"The sequence is a straightforward, budget-aware errand chain that matches the persona, goals, and time window, with only minor simplification in the travel timing."
2,budget_errand_chain,budget_constraint,api_llm_reactive_replanner,1.0,1.0,1.0,,0.98,0.96,0.02,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.99,0.97,{},none,"The sequence is a straightforward, realistic evening errand chain: buy medicine, eat at the cheap diner, return home on time, and still stay within budget."
2,closed_poi_replacement,poi_closure,utility_planner,1.0,1.0,1.0,,0.92,0.78,0.14,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.98,0.9,{},slightly odd timing/replacement choice,"The agent sensibly switches from a closed library to a quiet bookstore and stays long enough to work, though the exact timing feels a bit artificial and efficient for a real urban errand."
2,closed_poi_replacement,poi_closure,api_llm_direct_actor,1.0,1.0,1.0,,0.89,0.84,0.05,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.96,0.9,{},slight budget inconsistency,"The agent sensibly pivots to a quiet paid workspace and stays there for a focused session, but the final budget/state details are a bit inconsistent with the coworking cost."
2,closed_poi_replacement,poi_closure,api_llm_plan_then_act,0.75,0.5,0.375,,0.97,0.95,0.02,0.5,0.0,0.0,1.0,0.5,1.0,1.0,,0.5,1.0,0.47,0.98,0.96,"{""closed_place_action"": 1}",none,"The agent promptly switches from the closing library to a reasonable quiet cafe, spends a full hour working, and finishes in a way that matches the stated goal and scenario."
2,closed_poi_replacement,poi_closure,api_llm_reactive_replanner,1.0,1.0,1.0,,0.95,0.94,0.01,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.98,0.97,{},none,"The agent sensibly switches to the coworking space, stays there for a full hour, and finishes with reasons that match the actions and the quiet-work goal."
2,closed_study_spot_replacement,poi_closure,utility_planner,1.0,1.0,1.0,,0.96,0.0,0.96,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.97,0.94,{},typo in requested field name,"The plan is very plausible: Aria leaves for a nearby open quiet spot, works for 50 minutes, and avoids the closed library, though the trace ends early and spends money in a reasonable way."
2,closed_study_spot_replacement,poi_closure,api_llm_direct_actor,1.0,1.0,1.0,,0.94,0.82,0.12,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.97,0.91,{},slight repetition,"The agent sensibly reroutes from the closed library to a quiet bookstore and spends the session there, with only minor repetitive dwell logging reducing full-sequence realism."
2,closed_study_spot_replacement,poi_closure,api_llm_plan_then_act,1.0,1.0,1.0,,0.97,0.95,0.02,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.98,0.96,{},none,"The agent sensibly switches from the closed library to a nearby quiet bookstore, works long enough, and stays within budget, which reads like ordinary city behavior."
2,closed_study_spot_replacement,poi_closure,api_llm_reactive_replanner,1.0,1.0,1.0,,0.92,0.72,0.2,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.98,0.91,{},slight duplicated dwell,"The agent sensibly switches to a nearby quiet bookstore after the library closure and stays there for a long work block, though the extra 40-minute dwell after an initial 50-minute dwell makes the sequence feel a bit repetitive."
2,commute_disruption,disruption,utility_planner,0.5,0.0,0.0,0.0,0.78,0.42,0.36,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.78,0.88,0.45,"{""impossible_route"": 1}",missing disruption handling,"The commute goal and finish are plausible, but the trace ignores the hub delay context and reaches the office as if no replanning or avoidance were needed."
2,commute_disruption,disruption,api_llm_direct_actor,1.0,1.0,1.0,1.0,0.74,0.34,0.4,0.0,0.0,0.0,1.0,0.0,0.634,1.0,,0.0,0.0,0.0,0.63,0.52,{},route/logic inconsistency,"The trace starts with a sensible detour to avoid the disrupted hub, but it then claims the direct office route is feasible despite the blocked edge and drifts into repeated idle dwelling after arrival."
2,commute_disruption,disruption,api_llm_plan_then_act,1.0,1.0,1.0,1.0,0.92,0.94,0.0,0.0,0.0,0.0,1.0,0.0,0.634,1.0,,0.0,0.0,0.0,0.96,0.9,{},none,"Aria takes a sensible alternate commute, avoids the disrupted hub route, and arrives well before the check-in deadline with reasons that match the actions."
2,commute_disruption,disruption,api_llm_reactive_replanner,0.5,0.0,0.0,0.0,0.94,0.88,0.06,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.94,0.96,0.91,"{""impossible_route"": 1}",none,"The commuter departs early, arrives before the hub disruption matters, and finishes appropriately, which reads like a sensible urban commute plan."
2,conflicting_social_obligation,social_spatial_tradeoff,utility_planner,1.0,1.0,1.0,,0.93,0.86,0.07,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.97,0.9,{},slightly abrupt early finish,"Aria’s sequence is socially and spatially sensible: she completes the work block, sends an honest refusal/update, and stays put, with only a minor awkwardness that the trace ends before the full episode window."
2,conflicting_social_obligation,social_spatial_tradeoff,api_llm_direct_actor,1.0,1.0,1.0,,0.91,0.63,0.28,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.95,0.84,{},repeated dwell overshoots,"The messaging and staying at the coworking space are very plausible, but the trace oddly repeats extra work dwell after already completing the needed block, which makes the full sequence less believable."
2,conflicting_social_obligation,social_spatial_tradeoff,api_llm_plan_then_act,1.0,1.0,1.0,,0.98,0.97,0.01,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.99,0.96,{},none,"Aria completes the work block, sends a polite refusal that matches the deadline conflict, and stays at the coworking space with no odd detours."
2,conflicting_social_obligation,social_spatial_tradeoff,api_llm_reactive_replanner,1.0,1.0,1.0,,0.97,0.98,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.99,0.95,{},none,"Aria completes an uninterrupted work block, replies politely and specifically to Ben, and avoids an infeasible commitment in a very natural sequence."
2,detour_commute_midroute_block,disruption,utility_planner,0.35,0.0,0.0,0.0,0.72,0.46,0.26,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.72,0.58,0.62,"{""impossible_route"": 1}",ignores disruption timing,"Going straight to the office is locally plausible, but the trace fails to engage with the mid-route alert or show any replan despite the scenario’s disruption focus."
2,detour_commute_midroute_block,disruption,api_llm_direct_actor,0.65,0.875,0.65,1.0,0.72,0.24,0.48,0.125,1.0,0.0,1.0,0.125,0.338,1.0,,0.0,0.0,0.0,0.66,0.31,"{""done_state_loop"": 1}",repetitive route looping,"The detour and replan idea is plausible, but the trace repeatedly oscillates between park and cafe without clear progress, making the full commute look behaviorally implausible even though the final office arrival is reasonable."
2,detour_commute_midroute_block,disruption,api_llm_plan_then_act,0.85,0.6,0.51,1.0,0.55,0.28,0.27,0.4,0.0,0.0,1.0,0.4,0.619,0.0,,0.4,1.0,0.0,0.72,0.46,"{""closed_place_action"": 1, ""money_budget_failure"": 1}",budget and route inconsistency,"The detour narrative is reasonable, but the path feels ad hoc and the final negative budget makes the commute sequence hard to believe as a valid city behavior."
2,detour_commute_midroute_block,disruption,api_llm_reactive_replanner,0.85,0.6,0.68,1.0,0.58,0.33,0.25,0.4,1.0,0.0,1.0,0.4,0.491,0.0,,0.2,1.0,0.0,0.55,0.38,"{""done_state_loop"": 1, ""money_budget_failure"": 1}",route/behavior inconsistency,"The commute-to-office detour is broadly plausible, but the sequence oddly loops through gym and park backtracking, and the negative budget plus self-referential finish make the full trace feel less believable."
