core_layer,corpus_tier,shortlist_id,system_name,paper_refs,artifact_path,artifact_kind,artifact_exists,pdf_path,pdf_exists,fulltext_path,fulltext_exists,meta_path,meta_exists,source_basis,next_action
anchor_core,Core,HC12A,SimWorld: visual-GPS embodied interface,SimWorld2025,assets/survey_paper/pdfs/phase1_core/12_HC12_SimWorld.pdf,pdf,True,assets/survey_paper/pdfs/phase1_core/12_HC12_SimWorld.pdf,True,assets/survey_paper/pdfs/phase1_core/12_HC12_SimWorld.fulltext.md,True,assets/survey_paper/pdfs/phase1_core/12_HC12_SimWorld.meta.json,True,local_pdf_fulltext_closure_card,ready_for_closure_card
anchor_core,Core,HC12B,SimWorld: scene-graph and abstract-layout interface,SimWorld2025,assets/survey_paper/pdfs/phase1_core/12_HC12_SimWorld.pdf,pdf,True,assets/survey_paper/pdfs/phase1_core/12_HC12_SimWorld.pdf,True,assets/survey_paper/pdfs/phase1_core/12_HC12_SimWorld.fulltext.md,True,assets/survey_paper/pdfs/phase1_core/12_HC12_SimWorld.meta.json,True,local_pdf_fulltext_closure_card,ready_for_closure_card
anchor_core,Core,HC13,Large-language-model-driven agents for fire evacuation simulation in a cellular automata environment,FireEvacuation2025,assets/survey_paper/pdfs/phase1_core/14_HC13_Fire_Evacuation_CA.pdf,pdf,True,assets/survey_paper/pdfs/phase1_core/14_HC13_Fire_Evacuation_CA.pdf,True,assets/survey_paper/pdfs/phase1_core/14_HC13_Fire_Evacuation_CA.fulltext.md,True,assets/survey_paper/pdfs/phase1_core/14_HC13_Fire_Evacuation_CA.meta.json,True,local_pdf_fulltext_closure_card,ready_for_closure_card
anchor_core,Core,HC14,When agents learn to think: Large language model-enhanced agent-based modeling for crowd evacuation in disaster scenarios,CrowdEvacuation2026,assets/survey_paper/pdfs/phase1_core/15_HC14_Crowd_Evacuation_Disaster.pdf,pdf,True,assets/survey_paper/pdfs/phase1_core/15_HC14_Crowd_Evacuation_Disaster.pdf,True,assets/survey_paper/pdfs/phase1_core/15_HC14_Crowd_Evacuation_Disaster.fulltext.md,True,assets/survey_paper/pdfs/phase1_core/15_HC14_Crowd_Evacuation_Disaster.meta.json,True,local_pdf_fulltext_closure_card,ready_for_closure_card
anchor_core,Core,HC15,CitySim: Modeling Urban Behaviors and City Dynamics with Large-Scale LLM-Driven Agent Simulation,CitySim2025,assets/survey_paper/pdfs/phase1_core/13_HC15_CitySim.pdf,pdf,True,assets/survey_paper/pdfs/phase1_core/13_HC15_CitySim.pdf,True,assets/survey_paper/pdfs/phase1_core/13_HC15_CitySim.fulltext.md,True,assets/survey_paper/pdfs/phase1_core/13_HC15_CitySim.meta.json,True,local_pdf_fulltext_closure_card,ready_for_closure_card
anchor_core,Core,R3-01,MineLand: Simulating Large-Scale Multi-Agent Interactions with Limited Multimodal Senses and Physical Needs,MineLand2024,assets/survey_paper/pdfs/phase1_round3_candidates/R3-01_MineLand_2024.pdf,pdf,True,assets/survey_paper/pdfs/phase1_round3_candidates/R3-01_MineLand_2024.pdf,True,assets/survey_paper/pdfs/phase1_round3_candidates/R3-01_MineLand_2024.fulltext.md,True,assets/survey_paper/pdfs/phase1_round3_candidates/R3-01_MineLand_2024.meta.json,True,local_pdf_fulltext_closure_card,ready_for_closure_card
anchor_core,Core,R3-02,GATSim: Urban Mobility Simulation with Generative Agents,GATSim2026,assets/survey_paper/pdfs/phase1_round3_candidates/R3-02_GATSim_2025.pdf,pdf,True,assets/survey_paper/pdfs/phase1_round3_candidates/R3-02_GATSim_2025.pdf,True,assets/survey_paper/pdfs/phase1_round3_candidates/R3-02_GATSim_2025.fulltext.md,True,assets/survey_paper/pdfs/phase1_round3_candidates/R3-02_GATSim_2025.meta.json,True,local_pdf_fulltext_closure_card,ready_for_closure_card
anchor_core,Core,R3-04,An LLM-Driven Multi-Agent Simulation Framework for Coupled Epidemic-Economic Dynamics,LLMEpidemicEconomic2026,assets/survey_paper/pdfs/phase1_round3_candidates/R3-04_LLM_Epidemic_Economic_Dynamics_2026.pdf,pdf,True,assets/survey_paper/pdfs/phase1_round3_candidates/R3-04_LLM_Epidemic_Economic_Dynamics_2026.pdf,True,assets/survey_paper/pdfs/phase1_round3_candidates/R3-04_LLM_Epidemic_Economic_Dynamics_2026.fulltext.md,True,assets/survey_paper/pdfs/phase1_round3_candidates/R3-04_LLM_Epidemic_Economic_Dynamics_2026.meta.json,True,local_pdf_fulltext_closure_card,ready_for_closure_card
anchor_core,Core,BK01,AgentSociety: Large-Scale Simulation of LLM-Driven Generative Agents Advances Understanding of Human Behaviors and Society,Piao2025_AgentSociety,assets/survey_paper/pdfs/phase1_core/07_AgentSociety_Piao2025.pdf,pdf,True,assets/survey_paper/pdfs/phase1_core/07_AgentSociety_Piao2025.pdf,True,assets/survey_paper/pdfs/phase1_core/07_AgentSociety_Piao2025.fulltext.md,True,assets/survey_paper/pdfs/phase1_core/07_AgentSociety_Piao2025.meta.json,True,local_pdf_fulltext_closure_card,ready_for_closure_card
bridge_core,core,HC11,Exploring Large Language Model-Driven Agents for Environment-Aware Spatial Interactions and Conversations in Virtual Reality Role-Play Scenarios,HC11,assets/survey_paper/pdfs/phase1_adjacent/17_HC11_Environment_Aware_VR_Roleplay_2025.pdf,pdf,True,assets/survey_paper/pdfs/phase1_adjacent/17_HC11_Environment_Aware_VR_Roleplay_2025.pdf,True,assets/survey_paper/pdfs/phase1_adjacent/17_HC11_Environment_Aware_VR_Roleplay_2025.fulltext.md,True,assets/survey_paper/pdfs/phase1_adjacent/17_HC11_Environment_Aware_VR_Roleplay_2025.meta.json,True,local_pdf_fulltext_closure_card,ready_for_closure_card
bridge_core,core,BK02,When LLMs Recognize Your Space: Research on Experiences with Spatially Aware LLM Agents,BK02,assets/survey_paper/pdfs/phase1_stable_widened_core_markdown/BK02.source.md,md,True,assets/survey_paper/pdfs/phase1_stable_widened_core_markdown/BK02.source.pdf,False,assets/survey_paper/pdfs/phase1_stable_widened_core_markdown/BK02.source.fulltext.md,False,assets/survey_paper/pdfs/phase1_stable_widened_core_markdown/BK02.source.meta.json,False,local_note_reviewed,source_note_only_verify_or_acquire_pdf
bridge_core,core,BK03,A Context-Aware Onboarding Agent for Metaverse Powered by Large Language Models,BK03,assets/survey_paper/pdfs/phase1_adjacent/19_BK03_Context_Aware_Onboarding_Metaverse_2024.pdf,pdf,True,assets/survey_paper/pdfs/phase1_adjacent/19_BK03_Context_Aware_Onboarding_Metaverse_2024.pdf,True,assets/survey_paper/pdfs/phase1_adjacent/19_BK03_Context_Aware_Onboarding_Metaverse_2024.fulltext.md,True,assets/survey_paper/pdfs/phase1_adjacent/19_BK03_Context_Aware_Onboarding_Metaverse_2024.meta.json,True,local_pdf_fulltext_closure_card,ready_for_closure_card
bridge_core,core,BK04,A Voice-Controlled Dialogue System for NPC Interaction using Large Language Models,BK04,assets/survey_paper/pdfs/phase1_adjacent/07_BK04_NPC_Interaction.pdf,pdf,True,assets/survey_paper/pdfs/phase1_adjacent/07_BK04_NPC_Interaction.pdf,True,assets/survey_paper/pdfs/phase1_adjacent/07_BK04_NPC_Interaction.fulltext.md,True,assets/survey_paper/pdfs/phase1_adjacent/07_BK04_NPC_Interaction.meta.json,True,local_pdf_fulltext_closure_card,ready_for_closure_card
bridge_core,core,BK05,Mixed-Initiative Dialogue Management for Human-Virtual Agents Interaction in Forum Theatre Inspired Training,BK05,assets/survey_paper/pdfs/phase1_adjacent/08_BK05_Forum_Theatre_Training.pdf,pdf,True,assets/survey_paper/pdfs/phase1_adjacent/08_BK05_Forum_Theatre_Training.pdf,True,assets/survey_paper/pdfs/phase1_adjacent/08_BK05_Forum_Theatre_Training.fulltext.md,True,assets/survey_paper/pdfs/phase1_adjacent/08_BK05_Forum_Theatre_Training.meta.json,True,local_pdf_fulltext_closure_card,ready_for_closure_card
bridge_core,core,BK06,TongSIM: A General Platform for Simulating Intelligent Machines,BK06,assets/survey_paper/pdfs/phase1_adjacent/09_BK06_TongSIM.pdf,pdf,True,assets/survey_paper/pdfs/phase1_adjacent/09_BK06_TongSIM.pdf,True,assets/survey_paper/pdfs/phase1_adjacent/09_BK06_TongSIM.fulltext.md,True,assets/survey_paper/pdfs/phase1_adjacent/09_BK06_TongSIM.meta.json,True,local_pdf_fulltext_closure_card,ready_for_closure_card
bridge_core,core,BK07,S^3: Social-network Simulation System with Large Language Model-Empowered Agents,BK07,assets/survey_paper/pdfs/phase1_adjacent/10_BK07_S3_Social_Network_Simulation.pdf,pdf,True,assets/survey_paper/pdfs/phase1_adjacent/10_BK07_S3_Social_Network_Simulation.pdf,True,assets/survey_paper/pdfs/phase1_adjacent/10_BK07_S3_Social_Network_Simulation.fulltext.md,True,assets/survey_paper/pdfs/phase1_adjacent/10_BK07_S3_Social_Network_Simulation.meta.json,True,local_pdf_fulltext_closure_card,ready_for_closure_card
bridge_core,core,BK08,Unveiling the collective behaviors of large language model-based autonomous agents in an online community: A social network analysis perspective,BK08,assets/survey_paper/pdfs/phase1_adjacent/18_BK08_Online_Community_Collective_Behaviors_2026.pdf,pdf,True,assets/survey_paper/pdfs/phase1_adjacent/18_BK08_Online_Community_Collective_Behaviors_2026.pdf,True,assets/survey_paper/pdfs/phase1_adjacent/18_BK08_Online_Community_Collective_Behaviors_2026.fulltext.md,True,assets/survey_paper/pdfs/phase1_adjacent/18_BK08_Online_Community_Collective_Behaviors_2026.meta.json,True,local_pdf_fulltext_closure_card,ready_for_closure_card
bridge_core,core,R3-03,Cognitive Agents in Urban Mobility: Integrating LLM Reasoning into Multi-Agent Simulations,R3-03,assets/survey_paper/pdfs/phase1_round3_candidates/R3-03_Cognitive_Agents_Urban_Mobility_2025.pdf,pdf,True,assets/survey_paper/pdfs/phase1_round3_candidates/R3-03_Cognitive_Agents_Urban_Mobility_2025.pdf,True,assets/survey_paper/pdfs/phase1_round3_candidates/R3-03_Cognitive_Agents_Urban_Mobility_2025.fulltext.md,True,assets/survey_paper/pdfs/phase1_round3_candidates/R3-03_Cognitive_Agents_Urban_Mobility_2025.meta.json,True,local_pdf_fulltext_closure_card,ready_for_closure_card
bridge_core,core,R3-05,Building Cooperative Embodied Agents Modularly with Large Language Models (CoELA),R3-05,assets/survey_paper/pdfs/phase1_round3_candidates/R3-05_CoELA_2024.pdf,pdf,True,assets/survey_paper/pdfs/phase1_round3_candidates/R3-05_CoELA_2024.pdf,True,assets/survey_paper/pdfs/phase1_round3_candidates/R3-05_CoELA_2024.fulltext.md,True,assets/survey_paper/pdfs/phase1_round3_candidates/R3-05_CoELA_2024.meta.json,True,local_pdf_fulltext_closure_card,ready_for_closure_card
bridge_core,core,L4R-01,Network formation and dynamics among multi-LLMs,Papachristou2025_NetworkFormation,assets/survey_paper/pdfs/phase1_adjacent/11_L4R-01_Network_Formation_LLMs_Papachristou2025.pdf,pdf,True,assets/survey_paper/pdfs/phase1_adjacent/11_L4R-01_Network_Formation_LLMs_Papachristou2025.pdf,True,assets/survey_paper/pdfs/phase1_adjacent/11_L4R-01_Network_Formation_LLMs_Papachristou2025.fulltext.md,True,assets/survey_paper/pdfs/phase1_adjacent/11_L4R-01_Network_Formation_LLMs_Papachristou2025.meta.json,True,local_pdf_and_fulltext_from_legacy_archive,ready_for_closure_card
bridge_core,core,TW-09,ELLMA-T: an Embodied LLM-agent for Supporting English Language Learning in Social VR,,assets/survey_paper/pdfs/phase1_adjacent/12_TW-09_ELLMA-T_Social_VR_2024.pdf,pdf,True,assets/survey_paper/pdfs/phase1_adjacent/12_TW-09_ELLMA-T_Social_VR_2024.pdf,True,assets/survey_paper/pdfs/phase1_adjacent/12_TW-09_ELLMA-T_Social_VR_2024.fulltext.md,True,assets/survey_paper/pdfs/phase1_adjacent/12_TW-09_ELLMA-T_Social_VR_2024.meta.json,True,local_pdf_fulltext_closure_card,ready_for_closure_card
bridge_core,core,TW-11,Dialogs with GenAI NPCs: Exploring Player Interactions with Speech Agents in a VR Game,,assets/survey_paper/pdfs/phase1_adjacent/15_TW-11_Office_Whispers_GenAI_NPCs_2026.pdf,pdf,True,assets/survey_paper/pdfs/phase1_adjacent/15_TW-11_Office_Whispers_GenAI_NPCs_2026.pdf,True,assets/survey_paper/pdfs/phase1_adjacent/15_TW-11_Office_Whispers_GenAI_NPCs_2026.fulltext.md,True,assets/survey_paper/pdfs/phase1_adjacent/15_TW-11_Office_Whispers_GenAI_NPCs_2026.meta.json,True,local_pdf_fulltext_closure_card,ready_for_closure_card
bridge_core,core,TW-13,Next-Gen orientation: supporting international students with generative AI NPCs in VR,,assets/survey_paper/pdfs/phase1_adjacent/14_TW-13_TUMSphere_Next_Gen_Orientation_2026.pdf,pdf,True,assets/survey_paper/pdfs/phase1_adjacent/14_TW-13_TUMSphere_Next_Gen_Orientation_2026.pdf,True,assets/survey_paper/pdfs/phase1_adjacent/14_TW-13_TUMSphere_Next_Gen_Orientation_2026.fulltext.md,True,assets/survey_paper/pdfs/phase1_adjacent/14_TW-13_TUMSphere_Next_Gen_Orientation_2026.meta.json,True,local_pdf_fulltext_closure_card,ready_for_closure_card
bridge_core,core,TW-12,"A Virtual Tutoring System with Gamification, LLM-Guided NPCs, and Online Tutor Support",,assets/survey_paper/pdfs/phase1_adjacent/13_TW-12_Virtual_Tutoring_System_2026.pdf,pdf,True,assets/survey_paper/pdfs/phase1_adjacent/13_TW-12_Virtual_Tutoring_System_2026.pdf,True,assets/survey_paper/pdfs/phase1_adjacent/13_TW-12_Virtual_Tutoring_System_2026.fulltext.md,True,assets/survey_paper/pdfs/phase1_adjacent/13_TW-12_Virtual_Tutoring_System_2026.meta.json,True,local_pdf_fulltext_closure_card,ready_for_closure_card
