repeat_id,scenario_id,family,agent_type,goal_completion,trace_feasibility,intention_consistency,replanning_success,judge_face_plausibility,judge_trace_believability,face_believability_gap,impossible_trace_rate,done_state_loop_rate,social_derailment_rate,plan_plausibility,plausibility_feasibility_gap,travel_efficiency,budget_consistency,social_appropriateness,feasibility_violation,city_false_continue,face_feasibility_gap,judge_rationale_alignment,judge_urban_common_sense,failure_taxonomy,judge_main_issue,judge_brief_reason
1,closed_poi_replacement,poi_closure,api_llm_plan_then_act,0.75,0.5,0.375,,0.96,0.95,0.01,0.5,0.0,0.0,1.0,0.5,1.0,1.0,,0.5,1.0,0.46,0.98,0.95,"{""closed_place_action"": 1}",none,"The agent sensibly switches to an open quiet cafe, stays long enough for a focused session, and the reasons match the scenario and timing."
1,closed_poi_replacement,poi_closure,api_llm_reactive_replanner,1.0,1.0,1.0,,0.97,0.98,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.99,0.96,{},none,"The agent makes a straightforward, realistic switch to coworking after the library closure and then completes a sensible uninterrupted work session within budget and time."
1,commute_disruption,disruption,utility_planner,0.5,0.0,0.0,0.0,0.88,0.24,0.64,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.88,0.94,0.31,"{""impossible_route"": 1}",ignores disruption/replanning,"The trace is locally sensible as a commute to the office, but it unrealistically bypasses the transit disruption and ends too abruptly to show any meaningful recovery behavior."
1,commute_disruption,disruption,api_llm_direct_actor,0.5,0.667,0.5,1.0,0.88,0.79,0.09,0.333,0.0,0.0,1.0,0.333,0.406,1.0,,0.0,0.0,0.213,0.91,0.86,"{""goal_drift"": 1}",late arrival,"The route choices and recovery after the transit delay are sensible, but the trace still reaches the office after the 09:00 check-in deadline."
1,commute_disruption,disruption,api_llm_plan_then_act,1.0,1.0,1.0,1.0,0.82,0.74,0.08,0.0,0.0,0.0,1.0,0.0,0.634,1.0,,0.0,0.0,0.0,0.91,0.77,{},slightly odd route details,"The commute-and-replan logic is sensible and consistent with the disruption, but the specific home-to-gym-to-park-to-office path feels a bit arbitrary for a real city trace."
1,commute_disruption,disruption,api_llm_reactive_replanner,0.5,0.0,0.0,0.0,0.93,0.91,0.02,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.93,0.95,0.92,"{""impossible_route"": 1}",none,"The agent takes a straightforward commute to the office before the disruption matters, and the stated reason matches the actions and scenario well."
1,conflicting_social_obligation,social_spatial_tradeoff,utility_planner,1.0,1.0,1.0,,0.86,0.78,0.08,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.95,0.84,{},slight temporal shorthand,"The agent behaves like a reasonable freelancer: it completes a work block, replies honestly to Ben, and avoids an expensive commitment, though the sequence ends a bit abruptly after the message."
1,conflicting_social_obligation,social_spatial_tradeoff,api_llm_direct_actor,1.0,1.0,1.0,,0.92,0.52,0.4,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.96,0.78,{},redundant work-block repetition,"The message and initial work choice are very plausible, but the trace repeats a 45-minute dwell and overextends the work block past what the stated intention required."
1,conflicting_social_obligation,social_spatial_tradeoff,api_llm_plan_then_act,1.0,1.0,1.0,,0.98,0.99,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.99,0.97,{},none,"Aria’s sequence cleanly prioritizes the work block, responds to Ben in a kind and specific way, and stays consistent with the scenario, budget, and timing."
1,conflicting_social_obligation,social_spatial_tradeoff,api_llm_reactive_replanner,1.0,1.0,1.0,,0.98,0.97,0.01,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.99,0.96,{},none,"Aria’s sequence is a straightforward and realistic response: finish the required work block, politely decline the impossible theatre invite, and stop once both priorities are handled."
1,lunch_meeting_time_pressure,time_pressure,utility_planner,1.0,1.0,1.0,,0.78,0.66,0.12,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.91,0.72,{},premature finish,"The move to a nearby cafe and waiting for the meeting window are reasonable, but ending immediately at 12:25 makes the trace feel oddly abbreviated and not like a full lunch meeting behavior."
1,lunch_meeting_time_pressure,time_pressure,api_llm_direct_actor,0.65,0.875,0.569,,0.78,0.42,0.36,0.125,0.0,0.0,1.0,0.125,0.182,0.0,1.0,0.125,1.0,0.0,0.74,0.58,"{""money_budget_failure"": 1}",budget violation and goal drift,"The actions sound like a reasonable lunch-meeting plan at first, but the trace loops through unnecessary moves and waiting, then ends with an impossible negative budget."
1,lunch_meeting_time_pressure,time_pressure,api_llm_plan_then_act,1.0,1.0,1.0,,0.93,0.86,0.07,0.0,0.0,0.0,1.0,0.0,0.286,1.0,1.0,0.0,0.0,0.0,0.95,0.92,{},implicit co-presence assumption,"The plan is a reasonable lunch-time move to a quieter cafe and waiting there, with reasons that match the scenario, though it slightly assumes Ben will join without showing any coordination."
1,lunch_meeting_time_pressure,time_pressure,api_llm_reactive_replanner,1.0,1.0,1.0,,0.84,0.72,0.12,0.0,0.0,0.0,1.0,0.0,0.286,1.0,1.0,0.0,0.0,0.0,0.93,0.81,{},end-state drift,"The plan is locally sensible—go to the quieter cafe, message Ben, and wait there—but it spends too long idling without evidence of coordination, making the full trace feel a bit drifted rather than decisively executed."
1,memory_dependent_place_choice,memory,utility_planner,1.0,1.0,1.0,,0.94,0.62,0.32,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.97,0.9,{},premature finish before meeting,"Choosing the quiet cafe and waiting there is very plausible, but the trace ends at 10:30 before any explicit meeting with Ben occurs, so the full sequence feels incomplete."
1,memory_dependent_place_choice,memory,api_llm_direct_actor,1.0,1.0,1.0,,0.96,0.62,0.34,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.97,0.88,{},repetitive dwell loop,"The choice of the quiet cafe fits the stated memory and work goals well, but the trace just repeats staying there and never actually shows the planned meetup with Ben."
1,memory_dependent_place_choice,memory,api_llm_plan_then_act,1.0,1.0,1.0,,0.96,0.94,0.02,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.98,0.95,{},none,"The sequence is a straightforward, realistic morning café choice followed by staying put to meet Ben, and the reasons consistently match the memory cues and scenario."
1,memory_dependent_place_choice,memory,api_llm_reactive_replanner,1.0,1.0,1.0,,0.96,0.93,0.03,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.98,0.95,{},none,"Aria’s actions are coherent and ordinary for a morning work-and-meet plan, and the reasons consistently match the memory cues and scenario."
1,unexpected_friend_encounter,opportunistic_social,utility_planner,0.75,1.0,0.75,,0.34,0.12,0.22,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.31,0.18,{},premature completion and missed errands,"The move to the pharmacy is plausible in isolation, but ending at 16:04 without buying groceries, handling Casey, or using the remaining time makes the full trace feel implausible and incomplete."
1,unexpected_friend_encounter,opportunistic_social,api_llm_direct_actor,0.75,0.875,0.656,,0.56,0.18,0.38,0.125,0.0,0.0,1.0,0.125,0.5,0.0,0.0,0.125,1.0,0.0,0.76,0.22,"{""money_budget_failure"": 1}",social looping and missed errands,"The initial decision to briefly chat with Casey is plausible, but the trace then repeatedly loops on the same interaction, never completes groceries or medicine, and ends with an implausible budget overrun."
1,unexpected_friend_encounter,opportunistic_social,api_llm_plan_then_act,1.0,1.0,1.0,,0.83,0.62,0.21,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9,0.75,{},premature finish / incomplete grocery visit,"The sequence sounds like a normal errand-and-chat plan, but it oddly ends without clearly completing groceries and leaves the market visit underdeveloped despite the stated goal."
1,unexpected_friend_encounter,opportunistic_social,api_llm_reactive_replanner,1.0,1.0,1.0,,0.92,0.74,0.18,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.95,0.81,{},missed groceries,"The interaction and pharmacy trip are sensible, but the trace oddly finishes without visiting the market’s grocery goal, so the overall sequence feels incomplete."
2,avoid_crowd_event,preference_constraint,utility_planner,1.0,1.0,1.0,,0.82,0.46,0.36,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.74,0.58,{},unfinished errand,"Going to the park to exercise is plausible, but the trace stops immediately and never attempts the grocery trip or any crowd-avoidance behavior beyond leaving the plaza area."
2,avoid_crowd_event,preference_constraint,api_llm_direct_actor,1.0,1.0,1.0,,0.74,0.41,0.33,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.88,0.62,{},missed grocery goal,"The park-first, crowd-avoidant exercise behavior is reasonable, but the trace repeatedly dwells in place and never goes to the market, so the full sequence looks incomplete and goal-drifting."
2,avoid_crowd_event,preference_constraint,api_llm_plan_then_act,1.0,1.0,1.0,,0.93,0.82,0.11,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.97,0.9,{},budget depletion,"The sequence is a very reasonable evening routine for avoiding a crowded concert, but the final budget reaching zero makes the trace slightly less believable as a complete city behavior."
2,avoid_crowd_event,preference_constraint,api_llm_reactive_replanner,1.0,1.0,1.0,,0.74,0.42,0.32,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.66,0.58,{},premature completion,"Going to a park to avoid the concert crowd is plausible, but the trace ends immediately without actually exercising or picking up groceries, so the full behavior feels incomplete."
2,budget_errand_chain,budget_constraint,utility_planner,1.0,1.0,1.0,,0.97,0.95,0.02,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.98,0.96,{},none,"The agent follows a straightforward, sensible evening errand chain—pharmacy, cheap dinner, home—with reasons that match the actions and a remaining budget consistent with the scenario."
2,budget_errand_chain,budget_constraint,api_llm_direct_actor,1.0,0.8,1.0,,0.88,0.42,0.46,0.2,1.0,0.0,1.0,0.2,0.537,1.0,,0.0,0.0,0.08,0.85,0.72,"{""done_state_loop"": 1}",errand looping,"The individual moves and reasons are sensible, but the sequence needlessly goes home and back to the diner, which makes the overall behavior feel repetitive and weakly goal-directed."
2,budget_errand_chain,budget_constraint,api_llm_plan_then_act,1.0,1.0,1.0,,0.98,0.97,0.01,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.99,0.98,{},none,"The sequence is a straightforward, realistic errand run: pharmacy first, cheap dinner second, then home well before the deadline with budget remaining."
2,budget_errand_chain,budget_constraint,api_llm_reactive_replanner,1.0,1.0,1.0,,0.96,0.95,0.01,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.98,0.97,{},none,"The agent follows a very ordinary low-budget errand sequence—pharmacy, cheap dinner, home—and the stated reasons match the actions and outcome."
2,closed_poi_replacement,poi_closure,utility_planner,1.0,1.0,1.0,,0.93,0.88,0.05,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.97,0.95,{},slightly compressed timing,"The agent sensibly switches to a quiet open workspace and stays long enough to satisfy the work session, with only minor oddness that the dwell starts exactly at the closure time rather than earlier."
2,closed_poi_replacement,poi_closure,api_llm_direct_actor,1.0,1.0,1.0,,0.92,0.68,0.24,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.89,0.82,{},redundant over-dwelling,"The move to coworking after the library closure is sensible, but the trace repeatedly dwells in the same place beyond the needed session, making the overall behavior feel somewhat looped and inefficient."
2,closed_poi_replacement,poi_closure,api_llm_plan_then_act,0.6,1.0,0.6,,0.96,0.93,0.03,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.98,0.95,{},none,The agent makes a sensible alternative workspace choice after the library closure and then completes a plausible 60-minute quiet work session without contradictions.
2,closed_poi_replacement,poi_closure,api_llm_reactive_replanner,1.0,1.0,1.0,,0.97,0.95,0.02,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.99,0.96,{},none,"Aria makes a realistic fallback choice to a quiet coworking space, stays long enough to work, and the reasons align cleanly with the scenario and time window."
2,commute_disruption,disruption,utility_planner,0.5,0.0,0.0,0.0,0.56,0.38,0.18,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.56,0.52,0.45,"{""impossible_route"": 1}",ignores disruption context,"Reaching the office quickly is plausible, but the trace never responds to the transit delay or demonstrates any route choice, making the full behavior feel under-specified and only loosely city-like."
2,commute_disruption,disruption,api_llm_direct_actor,1.0,1.0,1.0,1.0,0.72,0.43,0.29,0.0,0.0,0.0,1.0,0.0,0.634,1.0,,0.0,0.0,0.0,0.78,0.46,{},odd dwell after arrival,"The commute and reroute are plausible, but the trace becomes less believable because Aria reaches the office very early and then repeatedly dwells there instead of reflecting a more natural commute/check-in sequence."
2,commute_disruption,disruption,api_llm_plan_then_act,1.0,1.0,1.0,1.0,0.97,0.95,0.02,0.0,0.0,0.0,1.0,0.0,0.634,1.0,,0.0,0.0,0.0,0.98,0.96,{},none,"Aria takes a sensible alternate route around the disrupted transit hub, arrives before the deadline, and the reasons consistently match the actions."
2,commute_disruption,disruption,api_llm_reactive_replanner,0.5,0.0,0.0,0.0,0.92,0.9,0.02,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.92,0.98,0.93,"{""impossible_route"": 1}",none,"The agent sensibly reroutes around the disrupted transit hub and arrives at the office well before the deadline, with reasons that match the actions and scenario."
2,conflicting_social_obligation,social_spatial_tradeoff,utility_planner,1.0,1.0,1.0,,0.93,0.88,0.05,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.97,0.91,{},abrupt early finish,"The agent sensibly completes the work block and sends a polite, specific reply without overcommitting, though the trace ends a bit abruptly before the full episode window."
2,conflicting_social_obligation,social_spatial_tradeoff,api_llm_direct_actor,1.0,1.0,1.0,,0.93,0.64,0.29,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.82,0.88,{},redundant dwell/overstated completion,"The actions read like a sensible response to a conflicting invitation and deadline, but the trace awkwardly repeats the work dwell and ends with a slightly unnatural finish state."
2,conflicting_social_obligation,social_spatial_tradeoff,api_llm_plan_then_act,1.0,1.0,1.0,,0.96,0.93,0.03,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.98,0.94,{},none,"The agent follows a realistic work-then-reply pattern, stays within budget, and gives a kind, specific refusal that matches the scenario and stated intent."
2,conflicting_social_obligation,social_spatial_tradeoff,api_llm_reactive_replanner,1.0,1.0,1.0,,0.98,0.97,0.01,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.99,0.96,{},none,"Aria’s actions are a very natural response to a conflict between a work deadline and a social invitation: she finishes work, declines politely and specifically, and stays within budget."
2,lunch_meeting_time_pressure,time_pressure,utility_planner,1.0,1.0,1.0,,0.72,0.61,0.11,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.86,0.74,{},premature finish,"The move-and-wait sequence is reasonable for a lunch meeting, but the agent finishes immediately at 12:25 without actually showing Ben arriving or co-presence being established."
2,lunch_meeting_time_pressure,time_pressure,api_llm_direct_actor,1.0,1.0,1.0,,0.78,0.42,0.36,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.83,0.71,{},repetitive indecision,"The actions are locally sensible for a lunch coordination problem, but the trace loops through repeated messages without any real commitment or movement toward meeting Ben."
2,lunch_meeting_time_pressure,time_pressure,api_llm_plan_then_act,1.0,1.0,1.0,,0.76,0.34,0.42,0.0,0.0,0.0,1.0,0.0,0.286,1.0,1.0,0.0,0.0,0.0,0.72,0.68,{},premature finish / awkward sequencing,"Choosing the quieter cafe is reasonable for a lunch meeting, but the trace jumps to a finish without any explicit meeting interaction and the dwell reasoning is internally awkward."
2,lunch_meeting_time_pressure,time_pressure,api_llm_reactive_replanner,1.0,1.0,1.0,,0.88,0.77,0.11,0.0,0.0,0.0,1.0,0.0,0.286,1.0,1.0,0.0,0.0,0.0,0.9,0.86,{},missing co-presence,"The movement and waiting behavior sound like a normal lunch-plan under time pressure, but the trace never shows Ben actually arriving, so the full sequence is only moderately believable as a completed meeting."
2,memory_dependent_place_choice,memory,utility_planner,1.0,1.0,1.0,,0.93,0.78,0.15,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.95,0.88,{},early finish before meeting,"The agent makes a sensible memory-based choice for a quiet work spot, but the trace ends at 10:30 before any actual meeting with Ben and feels slightly incomplete."
2,memory_dependent_place_choice,memory,api_llm_direct_actor,1.0,1.0,1.0,,0.92,0.58,0.34,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.96,0.78,{},missed Ben meeting,"The agent’s choice of the quiet cafe is highly plausible and the reasons match the memory cues, but the trace never actually meets Ben and mostly repeats dwell actions instead of completing the stated social plan."
2,memory_dependent_place_choice,memory,api_llm_plan_then_act,1.0,1.0,1.0,,0.96,0.93,0.03,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.98,0.95,{},none,"Aria’s movement to the quiet cafe, brief work period, and message to Ben all match the memory cues and scenario, and the sequence stays coherent and ordinary throughout."
2,memory_dependent_place_choice,memory,api_llm_reactive_replanner,1.0,1.0,1.0,,0.96,0.93,0.03,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.98,0.95,{},premature finish,"The agent’s choice of the quiet cafe and waiting there is a very natural morning-work-and-meet plan, with only a slight issue that it ends as soon as the meeting window opens rather than explicitly showing Ben’s arrival."
2,unexpected_friend_encounter,opportunistic_social,utility_planner,0.75,1.0,0.75,,0.86,0.28,0.58,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.94,0.52,{},missed required errands and social opportunity,"The move to the pharmacy is locally reasonable and the stated reason matches the action, but the trace ends almost immediately without shopping at the market, handling Casey briefly, or plausibly finishing the episode’s errands."
2,unexpected_friend_encounter,opportunistic_social,api_llm_direct_actor,0.75,1.0,0.75,,0.72,0.28,0.44,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.34,{},repetitive social looping,"The reasons fit a reasonable short encounter, but the trace unrealistically repeats the same interaction with Casey seven times and never completes the grocery errand."
2,unexpected_friend_encounter,opportunistic_social,api_llm_plan_then_act,1.0,1.0,1.0,,0.86,0.62,0.24,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.78,0.74,{},unfinished groceries,"The encounter and pharmacy trip are plausible, but the trace ends without returning to buy groceries, so the full errand sequence feels incomplete despite reasonable local actions."
2,unexpected_friend_encounter,opportunistic_social,api_llm_reactive_replanner,1.0,1.0,1.0,,0.82,0.64,0.18,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.93,0.78,{},missing groceries visit,"The sequence sounds like a reasonable brief social detour followed by an errand, but it ends far too early and never returns to the market to complete groceries."
3,avoid_crowd_event,preference_constraint,utility_planner,1.0,1.0,1.0,,0.78,0.42,0.36,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.55,0.46,{},missing groceries and over-early finish,"Going to the park to avoid the plaza crowd is sensible, but the trace stops after one objective and never attempts groceries or any fuller evening routine."
3,avoid_crowd_event,preference_constraint,api_llm_direct_actor,1.0,0.8,1.0,,0.84,0.0,0.84,0.2,1.0,0.0,1.0,0.2,0.946,1.0,,0.0,0.0,0.04,0.88,0.79,"{""done_state_loop"": 1}",missed groceries and slight route drift,"The plan is locally sensible for avoiding the concert crowd and exercising in the park, but it never picks up groceries and includes a redundant park-gym-park detour, which weakens the full-sequence realism."
3,avoid_crowd_event,preference_constraint,api_llm_plan_then_act,1.0,1.0,1.0,,0.93,0.88,0.05,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.96,0.91,{},budget consumed exactly,"The sequence is a coherent evening routine that avoids the plaza crowd, shops at the market, and exercises in the park, with only a slightly suspicious exact budget depletion."
3,avoid_crowd_event,preference_constraint,api_llm_reactive_replanner,1.0,1.0,1.0,,0.67,0.38,0.29,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.36,0.52,{},premature finish without groceries,"Going to the park to avoid the concert crowd is plausible, but the trace stops immediately and never visits the market, so the stated reasons do not match the unfinished goals."
3,budget_errand_chain,budget_constraint,utility_planner,1.0,1.0,1.0,,0.95,0.96,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.98,0.97,{},none,"The agent follows a sensible low-budget errand chain—pharmacy, cheap dinner, then home—ending on time with remaining budget, and the stated reasons match the actions."
3,budget_errand_chain,budget_constraint,api_llm_direct_actor,1.0,0.8,1.0,,0.72,0.34,0.38,0.2,1.0,0.0,1.0,0.2,0.527,1.0,,0.0,0.0,0.0,0.78,0.56,"{""done_state_loop"": 1}",goal drift and redundant backtracking,"The individual moves and reasons sound reasonable for a budget errand run, but the sequence needlessly returns home and then goes back to the pharmacy without actually completing the intended purchases."
3,budget_errand_chain,budget_constraint,api_llm_plan_then_act,1.0,1.0,1.0,,0.98,0.97,0.01,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.99,0.98,{},none,"The sequence is a straightforward, realistic low-budget errand chain with sensible ordering, matching reasons, and a plausible remaining budget."
3,budget_errand_chain,budget_constraint,api_llm_reactive_replanner,1.0,1.0,1.0,,0.97,0.96,0.01,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.99,0.98,{},none,"The sequence is a straightforward, realistic errand chain: buy medicine, get an affordable dinner, and return home before the deadline while staying within budget."
3,closed_poi_replacement,poi_closure,utility_planner,1.0,1.0,1.0,,0.78,0.52,0.26,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.93,0.74,{},time window mismatch,"Choosing a bookstore as a quiet replacement is plausible, but the trace waits and then starts the 60-minute session exactly at 15:30 rather than clearly using the required open-window logic, making the sequence feel slightly off."
3,closed_poi_replacement,poi_closure,api_llm_direct_actor,1.0,1.0,1.0,,0.92,0.63,0.29,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.94,0.88,{},overlong redundant dwell,"The agent’s choice of coworking after the library closure is sensible and the reasons fit the scenario, but the trace becomes less believable because it repeats a focused-session dwell and stretches it past the stated goal."
3,closed_poi_replacement,poi_closure,api_llm_plan_then_act,0.75,0.5,0.375,,0.98,0.97,0.01,0.5,0.0,0.0,1.0,0.5,1.0,1.0,,0.5,1.0,0.48,0.99,0.98,"{""closed_place_action"": 1}",none,"The agent makes a realistic switch to an open quiet cafe, works for a full hour, and finishes cleanly without any contradictory behavior."
3,closed_poi_replacement,poi_closure,api_llm_reactive_replanner,1.0,1.0,1.0,,0.94,0.93,0.01,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.98,0.95,{},none,"The agent sensibly switches to a quiet paid workspace, completes a full hour of focus, and stops without any contradictory or unrealistic behavior."
3,commute_disruption,disruption,utility_planner,0.5,0.0,0.0,0.0,0.62,0.41,0.21,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.62,0.74,0.38,"{""impossible_route"": 1}",ignores disruption context,"Reaching the office quickly is plausible, but the trace skips any response to the transit delay and looks like a generic direct move rather than commute behavior under disruption."
