scenario_id,agent_type,judge_face_plausibility,judge_trace_believability,judge_rationale_alignment,judge_urban_common_sense,trace_feasibility,face_feasibility_gap,face_believability_gap,goal_completion,impossible_trace_rate,main_issue,brief_reason
hard_full_evening_chain,agentsociety_official_plan_blocks,0.88,0.62,0.94,0.81,1.0,0.0,0.26,0.85,0.0,compressed timing and social encounter handling,"The plan’s local actions are ordinary and the reasons match the trace, but the full sequence feels rushed and somewhat schematic, with the diner meeting and return-home timing compressed into a very tidy official-plan arc."
hard_overlapping_windows,gatsim_official_planner,0.84,0.26,0.92,0.72,1.0,0.0,0.58,0.7,0.0,formulaic GATSim-driven sequencing,"The individual moves to the park and then the cafe are coherent and match the stated intent, but the trace feels mechanically generated and the timing leans on an implausibly tidy sequence rather than natural city behavior."
hard_overlapping_windows,sotopia_official_llm_agent,0.66,0.42,0.18,0.35,0.889,0.0,0.24,0.5,0.111,generic filler actions and missed intention,"The sequence resembles ordinary movement around town, but the actions and reasons are mostly placeholder text and the trace never clearly shows a believable plan to meet both people within their windows."
hard_overlapping_windows,generative_agents_official_planner,0.9,0.62,0.12,0.78,1.0,0.0,0.28,0.7,0.0,generic adapter reasoning,"The move-and-meet sequence itself is plausible for juggling two invitations, but the stated reasons are boilerplate and do not explain the timing logic or the overlapping-window constraint well."
hard_overlapping_windows,agentsociety_official_plan_blocks,0.72,0.24,0.83,0.31,0.667,0.053,0.48,0.5,0.333,missed time windows and waiting past expiry,"The individual actions sound like a reasonable attempt to juggle two meetings, but the sequence reaches Ben after his window has already closed and then idles, which makes the overall behavior weak as a believable city-plan execution."
hard_stale_plan_override,gatsim_official_planner,0.34,0.11,0.18,0.22,0.429,0.0,0.23,0.2,0.571,stale scripted behavior ignores update,"The trace reaches the right cafe, but the reasons are generic and the repeated interactions read like scripted filler rather than a believable response to the public schedule change."
hard_stale_plan_override,sotopia_official_llm_agent,0.92,0.18,0.95,0.86,1.0,0.0,0.74,0.6,0.0,premature stop after asking,"The initial message is sensible, but the agent ends immediately without waiting for the update or taking any action toward the updated meeting, so the full trace reads as incomplete and behaviorally thin."
hard_stale_plan_override,generative_agents_official_planner,0.86,0.74,0.83,0.78,0.875,0.0,0.12,0.8,0.125,late drift after meeting,"The trace starts with a reasonable response to the updated meeting location and timing, but it then lingers at the cafe past the relevant meeting window, reducing full-sequence believability."
hard_stale_plan_override,agentsociety_official_plan_blocks,0.86,0.74,0.95,0.82,1.0,0.0,0.12,1.0,0.0,slight over-structure,"The trace matches a reasonable response to the updated public notice and reaches the right place on time, though it reads a bit formulaic and overplanned for a normal social meetup."
hard_three_meeting_relay,gatsim_official_planner,0.86,0.62,0.95,0.78,1.0,0.0,0.24,1.0,0.0,budget_diner meeting window drift,"The plan reads like a sensible same-break relay of three meetings, but the final diner interaction happens at the start of the window and the trace is heavy on repetitive planner boilerplate rather than natural urban behavior."
hard_three_meeting_relay,sotopia_official_llm_agent,0.74,0.41,0.62,0.69,0.714,0.026,0.33,0.2,0.286,route and timing drift,"The sequence sounds like a reasonable multi-stop urban errand, but it misses the intended first meeting order and then idles at the diner before the final meeting, weakening the full trace."
hard_three_meeting_relay,generative_agents_official_planner,0.97,0.78,0.98,0.86,0.786,0.184,0.19,0.6,0.214,idle dwell after final meeting,"The sequence is locally coherent and matches the stated meeting order and windows, though it ends with a long unexplained dwell at the diner after Ben is met."
hard_three_meeting_relay,agentsociety_official_plan_blocks,0.93,0.45,0.96,0.72,0.692,0.238,0.48,0.8,0.308,sequence drifts and repeats Ben meeting,"The plan reads like a normal multi-stop city errand with sensible travel and timing, but the full trace loses believability because it inserts an extra Dana wait/interact and then doubles back on Ben after already completing that meeting."
