fresh_id,title,year,venue,doi,url,query,duplicate_existing_pool,target_families,l4_tilt_priority,cited_by_count,initial_screen_note,source,duplicate_prior_targeted_screen,title_target_families,title_l4_priority,lookup_openalex_id,abstract_status,abstract,abstract_disposition_status,abstract_disposition_tier,abstract_disposition_reason,abstract_next_action
FT-L4-081,Human-AI coevolution,2024,Artificial Intelligence,https://doi.org/10.1016/j.artint.2024.104244,https://doi.org/10.1016/j.artint.2024.104244,"""LLM"" ""opinion dynamics"" ""network structure""",False,l4_graph_topology;llm_agent,high,44,fresh_l4_tilt_recheck,openalex_fresh_targeted_l4_tilt_2026-04-27,False,,low,https://openalex.org/W4404324313,abstract_available,"Human-AI coevolution, defined as a process in which humans and AI algorithms continuously influence each other, increasingly characterises our society, but is understudied in artificial intelligence and complexity science literature. Recommender systems and assistants play a prominent role in human-AI coevolution, as they permeate many facets of daily life and influence human choices through online platforms. The interaction between users and AI results in a potentially endless feedback loop, wherein users' choices generate data to train AI models, which, in turn, shape subsequent user preferences. This human-AI feedback loop has peculiar characteristics compared to traditional human-machine interaction and gives rise to complex and often “unintended” systemic outcomes. This paper introduces human-AI coevolution as the cornerstone for a new field of study at the intersection between AI and complexity science focused on the theoretical, empirical, and mathematical investigation of the human-AI feedback loop. In doing so, we: (i) outline the pros and cons of existing methodologies and highlight shortcomings and potential ways for capturing feedback loop mechanisms; (ii) propose a reflection at the intersection between complexity science, AI and society; (iii) provide real-world examples for different human-AI ecosystems; and (iv) illustrate challenges to the creation of such a field of study, conceptualising them at increasing levels of abstraction, i.e., scientific, legal and socio-political.",abstract_background_or_adjacent,adjacent_or_foundational,Abstract has relevant network/spatial/social terms but lacks a clear LLM-agent target system.,keep_as_background_or_low_priority
FT-L4-082,Complex systems perspective in assessing risks in artificial intelligence,2024,Philosophical Transactions of the Royal Society A Mathematical Physical and Engineering Sciences,https://doi.org/10.1098/rsta.2024.0109,https://doi.org/10.1098/rsta.2024.0109,"""LLM"" ""opinion dynamics"" ""network structure""",False,l4_graph_topology;llm_agent,high,7,fresh_l4_tilt_recheck,openalex_fresh_targeted_l4_tilt_2026-04-27,False,,low,https://openalex.org/W4404336127,abstract_available,"In this article, we identify challenges in the complex interaction between artificial intelligence (AI) systems and society. We argue that AI systems need to be studied in their socio-political context to be able to better appreciate a diverse set of potential outcomes that emerge from long-term feedback between technological development, inequalities and collective decision-making processes. This means that assessing the risks from the deployment of any specific technology presents unique challenges. We propose that risk assessments concerning AI systems should incorporate a complex systems perspective, with adequate models that can represent short- and long-term effects and feedback, along with an emphasis on increasing public engagement and participation in the process.This article is part of the theme issue 'Co-creating the future: participatory cities and digital governance'.",abstract_background_or_adjacent,adjacent_or_foundational,Abstract has relevant network/spatial/social terms but lacks a clear LLM-agent target system.,keep_as_background_or_low_priority
FT-L4-083,Unbounded: A Generative Infinite Game of Character Life Simulation,2024,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2410.18975,https://doi.org/10.48550/arxiv.2410.18975,"""LLM agents"" ""virtual world"" ""NPC"" ""spatial""",False,vr_npc_embodied;llm_agent,low,2,fresh_low_priority_or_background,openalex_fresh_targeted_l4_tilt_2026-04-27,False,title_vr_npc_embodied,low,https://openalex.org/W4404342067,abstract_available,"We introduce the concept of a generative infinite game, a video game that transcends the traditional boundaries of finite, hard-coded systems by using generative models. Inspired by James P. Carse's distinction between finite and infinite games, we leverage recent advances in generative AI to create Unbounded: a game of character life simulation that is fully encapsulated in generative models. Specifically, Unbounded draws inspiration from sandbox life simulations and allows you to interact with your autonomous virtual character in a virtual world by feeding, playing with and guiding it - with open-ended mechanics generated by an LLM, some of which can be emergent. In order to develop Unbounded, we propose technical innovations in both the LLM and visual generation domains. Specifically, we present: (1) a specialized, distilled large language model (LLM) that dynamically generates game mechanics, narratives, and character interactions in real-time, and (2) a new dynamic regional image prompt Adapter (IP-Adapter) for vision models that ensures consistent yet flexible visual generation of a character across multiple environments. We evaluate our system through both qualitative and quantitative analysis, showing significant improvements in character life simulation, user instruction following, narrative coherence, and visual consistency for both characters and the environments compared to traditional related approaches.",abstract_keep,bridge_core_candidate,"Abstract suggests a possible LLM/generative-agent bridge system in spatial, virtual-world, social-network, social-media, mobility, or multi-agent interaction setting.",fulltext_recheck_after_P1_if_needed
FT-L4-084,A Survey on Human-Centric LLMs,2024,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2411.14491,https://doi.org/10.48550/arxiv.2411.14491,"""embodied LLM agents"" ""3D"" ""multi-agent""",False,vr_npc_embodied;llm_agent,low,3,fresh_low_priority_or_background,openalex_fresh_targeted_l4_tilt_2026-04-27,False,title_llm_agent,low,https://openalex.org/W4405032057,abstract_available,"The rapid evolution of large language models (LLMs) and their capacity to simulate human cognition and behavior has given rise to LLM-based frameworks and tools that are evaluated and applied based on their ability to perform tasks traditionally performed by humans, namely those involving cognition, decision-making, and social interaction. This survey provides a comprehensive examination of such human-centric LLM capabilities, focusing on their performance in both individual tasks (where an LLM acts as a stand-in for a single human) and collective tasks (where multiple LLMs coordinate to mimic group dynamics). We first evaluate LLM competencies across key areas including reasoning, perception, and social cognition, comparing their abilities to human-like skills. Then, we explore real-world applications of LLMs in human-centric domains such as behavioral science, political science, and sociology, assessing their effectiveness in replicating human behaviors and interactions. Finally, we identify challenges and future research directions, such as improving LLM adaptability, emotional intelligence, and cultural sensitivity, while addressing inherent biases and enhancing frameworks for human-AI collaboration. This survey aims to provide a foundational understanding of LLMs from a human-centric perspective, offering insights into their current capabilities and potential for future development.",abstract_background_or_adjacent,adjacent_or_foundational,"Abstract indicates background/review/foundational/adjacent relevance, not a primary Core system row.",keep_as_background_or_low_priority
FT-L4-085,Study on Public Perceptions and Disaster Prevention Framework of Tunnel Fires Based on Social Media and Artificial Intelligence,2024,Fire,https://doi.org/10.3390/fire7120462,https://doi.org/10.3390/fire7120462,"""large language model"" ""crowd evacuation"" ""building""",False,urban_mobility_crowd_built;llm_agent,low,1,fresh_low_priority_or_background,openalex_fresh_targeted_l4_tilt_2026-04-27,False,,low,https://openalex.org/W4405112083,abstract_available,"To investigate public perceptions regarding tunnel fire disasters and optimize the tunnel fire disaster prevention framework, this study takes the emerging social media platform Douyin as a case study, conducting an in-depth analysis of 2133 short videos related to tunnel fires on the platform. A computational communication method was used for analysis, Latent Dirichlet Allocation was used to cluster the discussion topics of these tunnel fire short videos, and a spatiotemporal evolution analysis of the number of videos posted, user comments, and emotional inclinations across different topics was performed. The findings reveal that there is a noticeable divergence in public opinion regarding emergency decision making in tunnel fires, related to the complexity of tunnel fire incidents, ethical dilemmas in tunnel fire escape scenarios, and insufficient knowledge popularization of fire safety practices. The study elucidates the public’s actual needs during tunnel fire incidents, and a dynamic disaster prevention framework for tunnel fires based on social media and artificial intelligence is proposed on this basis to enhance emergency response capabilities. Utilizing short videos on social media, the study constructs a critical target dataset under real tunnel fire scenarios. It proposes a computer vision-based model for identifying critical targets in tunnel fires. This model can accurately and in real-time identify key targets such as fires, smoke, vehicles, emergency exits, and people in real tunnel fire environments, achieving an average detection precision of 77.3%. This research bridges the cognitive differences between the general public and professionally knowledgeable tunnel engineers regarding tunnel fire evacuation, guiding tunnel fire emergency responses and personnel evacuation.",abstract_background_or_adjacent,adjacent_or_foundational,Abstract has relevant network/spatial/social terms but lacks a clear LLM-agent target system.,keep_as_background_or_low_priority
FT-L4-086,Harnessing the power of machine learning into tissue engineering: current progress and future prospects,2024,Burns & Trauma,https://doi.org/10.1093/burnst/tkae053,https://doi.org/10.1093/burnst/tkae053,"""large language model"" ""agent-based simulation"" ""graph""",False,l4_graph_topology;llm_agent,high,20,fresh_l4_tilt_recheck,openalex_fresh_targeted_l4_tilt_2026-04-27,False,,low,https://openalex.org/W4405223012,abstract_available,"Tissue engineering is a discipline based on cell biology and materials science with the primary goal of rebuilding and regenerating lost and damaged tissues and organs. Tissue engineering has developed rapidly in recent years, while scaffolds, growth factors, and stem cells have been successfully used for the reconstruction of various tissues and organs. However, time-consuming production, high cost, and unpredictable tissue growth still need to be addressed. Machine learning is an emerging interdisciplinary discipline that combines computer science and powerful data sets, with great potential to accelerate scientific discovery and enhance clinical practice. The convergence of machine learning and tissue engineering, while in its infancy, promises transformative progress. This paper will review the latest progress in the application of machine learning to tissue engineering, summarize the latest applications in biomaterials design, scaffold fabrication, tissue regeneration, and organ transplantation, and discuss the challenges and future prospects of interdisciplinary collaboration, with a view to providing scientific references for researchers to make greater progress in tissue engineering and machine learning.",abstract_exclude,excluded,Abstract/title indicates unrelated domain or lacks target LLM-agent spatial/social system.,exclude
FT-L4-087,"Artificial Intelligence-Enabled Metaverse for Sustainable Smart Cities: Technologies, Applications, Challenges, and Future Directions",2024,Electronics,https://doi.org/10.3390/electronics13244874,https://doi.org/10.3390/electronics13244874,"""large language model"" ""metaverse"" ""avatar"" ""spatial""",True,vr_npc_embodied;llm_agent,low,60,duplicate_of_existing_candidate_pool,openalex_fresh_targeted_l4_tilt_2026-04-27,False,title_vr_npc_embodied,low,https://openalex.org/W4405235079,abstract_available,"Rapid urbanisation has intensified the need for sustainable solutions to address challenges in urban infrastructure, climate change, and resource constraints. This study reveals that Artificial Intelligence (AI)-enabled metaverse offers transformative potential for developing sustainable smart cities. AI techniques, such as machine learning, deep learning, generative AI (GAI), and large language models (LLMs), enhance the metaverse’s capabilities in data analysis, urban decision making, and personalised user experiences. The study further examines how these advanced AI models facilitate key metaverse technologies such as big data analytics, natural language processing (NLP), computer vision, digital twins, Internet of Things (IoT), Edge AI, and 5G/6G networks. Applications across various smart city domains—environment, mobility, energy, health, governance, and economy, and real-world use cases of virtual cities like Singapore, Seoul, and Lisbon are presented, demonstrating AI’s effectiveness in the metaverse for smart cities. However, AI-enabled metaverse in smart cities presents challenges related to data acquisition and management, privacy, security, interoperability, scalability, and ethical considerations. These challenges’ societal and technological implications are discussed, highlighting the need for robust data governance frameworks and AI ethics guidelines. Future directions emphasise advancing AI model architectures and algorithms, enhancing privacy and security measures, promoting ethical AI practices, addressing performance measures, and fostering stakeholder collaboration. By addressing these challenges, the full potential of AI-enabled metaverse can be harnessed to enhance sustainability, adaptability, and livability in smart cities.",duplicate_existing_pool,duplicate,Duplicate of original Phase 1 candidate pool.,do_not_count_as_new_screen_record
FT-L4-088,λ: A Benchmark for Data-Efficiency in Long-Horizon Indoor Mobile Manipulation Robotics,2024,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2412.05313,https://doi.org/10.48550/arxiv.2412.05313,"""embodied LLM agents"" ""3D"" ""multi-agent""",False,vr_npc_embodied;llm_agent,low,0,fresh_low_priority_or_background,openalex_fresh_targeted_l4_tilt_2026-04-27,False,,low,https://openalex.org/W4405252254,abstract_available,"Learning to execute long-horizon mobile manipulation tasks is crucial for advancing robotics in household and workplace settings. However, current approaches are typically data-inefficient, underscoring the need for improved models that require realistically sized benchmarks to evaluate their efficiency. To address this, we introduce the LAMBDA (λ) benchmark-Long-horizon Actions for Mobile-manipulation Benchmarking of Directed Activities-which evaluates the data efficiency of models on language-conditioned, long-horizon, multi-room, multi-floor, pick-and-place tasks using a dataset of manageable size, more feasible for collection. Our benchmark includes 571 human-collected demonstrations that provide realism and diversity in simulated and real-world settings. Unlike planner-generated data, these trajectories offer natural variability and replay-verifiability, ensuring robust learning and evaluation. We leverage λ to benchmark current end-to-end learning methods and a modular neuro-symbolic approach that combines foundation models with task and motion planning. We find that learning methods, even when pretrained, yield lower success rates, while a neuro-symbolic method performs significantly better and requires less data.",abstract_exclude,excluded,Abstract does not indicate a target LLM-agent spatial/social/network system.,exclude
FT-L4-089,CharacterBox: Evaluating the Role-Playing Capabilities of LLMs in Text-Based Virtual Worlds,2024,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2412.05631,https://doi.org/10.48550/arxiv.2412.05631,"""LLM agents"" ""virtual world"" ""NPC"" ""spatial""",False,vr_npc_embodied;llm_agent,low,0,fresh_low_priority_or_background,openalex_fresh_targeted_l4_tilt_2026-04-27,False,title_vr_npc_embodied;title_llm_agent,medium,https://openalex.org/W4405253585,abstract_available,"Role-playing is a crucial capability of Large Language Models (LLMs), enabling a wide range of practical applications, including intelligent non-player characters, digital twins, and emotional companions. Evaluating this capability in LLMs is challenging due to the complex dynamics involved in role-playing, such as maintaining character fidelity throughout a storyline and navigating open-ended narratives without a definitive ground truth. Current evaluation methods, which primarily focus on question-answering or conversational snapshots, fall short of adequately capturing the nuanced character traits and behaviors essential for authentic role-playing. In this paper, we propose CharacterBox, which is a simulation sandbox designed to generate situational fine-grained character behavior trajectories. These behavior trajectories enable a more comprehensive and in-depth evaluation of role-playing capabilities. CharacterBox consists of two main components: the character agent and the narrator agent. The character agent, grounded in psychological and behavioral science, exhibits human-like behaviors, while the narrator agent coordinates interactions between character agents and environmental changes. Additionally, we introduce two trajectory-based methods that leverage CharacterBox to enhance LLM performance. To reduce costs and facilitate the adoption of CharacterBox by public communities, we fine-tune two smaller models, CharacterNR and CharacterRM, as substitutes for GPT API calls, and demonstrate their competitive performance compared to advanced GPT APIs.",abstract_keep,bridge_core_candidate,"Abstract suggests a possible LLM/generative-agent bridge system in spatial, virtual-world, social-network, social-media, mobility, or multi-agent interaction setting.",fulltext_recheck_after_P1_if_needed
FT-L4-090,"Human Behavior Simulation: Objectives, Methodologies, and Open Problems",2024,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2412.07788,https://doi.org/10.48550/arxiv.2412.07788,"""LLM agents"" ""network formation"" ""topology""",False,l4_graph_topology;llm_agent,high,1,fresh_l4_tilt_recheck,openalex_fresh_targeted_l4_tilt_2026-04-27,False,,low,https://openalex.org/W4405300808,abstract_available,"In recent years, human behavior simulation has drawn increasing attention from both academia and industry. The reasons fall into two aspects. First, simulation serves as a critical tool for understanding human behaviors, which has become one of the most important research topics in the history. Second, researchers have gradually reached a consensus that simulation, especially human behavior simulation, is critical for real-world decision-making systems. As a result, lots of human behavior simulation research and applications have sprung up across numerous disciplines in the past few years. In addition to the traditional methods, such as building mathematical and physical models, leveraging the recent advances of deep learning techniques -- especially the nascent Large Language Model technology -- for accurate human behavior simulation has also been one of the hottest research topics. In this study, we provide a comprehensive review of the latest research advancements in human behavior simulation. We summarize the objectives, problem formulations, and commonly used methods and discuss the consistency in the development of related research in different disciplines, which reveals the gaps and opportunities for high-impact research in this promising direction.",abstract_keep_adjacent,adjacent_or_bridge_candidate,Abstract suggests LLM-agent network/spatial capability but social-behavior evidence is unclear.,keep_as_adjacent_or_low_priority_recheck
FT-L4-091,Virtual Try-On Systems in Fashion Consumption: A Systematic Review,2024,Applied Sciences,https://doi.org/10.3390/app142411839,https://doi.org/10.3390/app142411839,"""large language model"" ""metaverse"" ""avatar"" ""spatial""",False,vr_npc_embodied;llm_agent,low,24,fresh_low_priority_or_background,openalex_fresh_targeted_l4_tilt_2026-04-27,False,,low,https://openalex.org/W4405530501,abstract_available,"The application of virtual try-on (VTO) technologies in the fashion industry is garnering increasing attention and is regarded as a significant innovation in enhancing the consumer experience for fashion shoppers. This study conducts a systematic review to evaluate the impact of VTO systems on consumer behavior and experiences within the fashion industry. By analyzing 69 research articles, we identified key factors influencing consumers’ purchasing decisions and VTO adoption intentions. These factors include attitudes, media, symbolic gratification, technological gratification, emotional values, utilitarian values, and user attributes. Based on these findings, we construct conceptual frameworks that clearly delineate how direct factors and their influencing elements impact consumers’ purchase and technology adoption behaviors. This review synthesizes the psychological and technological dimensions shaping consumer behavior, addressing critical gaps in the literature specific to fashion consumption. Moreover, future research directions were discussed. By addressing key challenges such as boundary factors, user segmentation, and technological advancements, this study offers actionable insights to guide researchers and practitioners in creating more personalized, immersive, and effective VTO systems in the fashion industry.",abstract_exclude,excluded,"Abstract/title indicates review or background item, not a primary LLM-agent spatial/social system.",exclude_or_background_only
FT-L4-092,SafeAgentBench: A Benchmark for Safe Task Planning of Embodied LLM Agents,2024,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2412.13178,https://doi.org/10.48550/arxiv.2412.13178,"""embodied LLM agents"" ""3D"" ""multi-agent""",False,vr_npc_embodied;llm_agent,low,2,fresh_low_priority_or_background,openalex_fresh_targeted_l4_tilt_2026-04-27,False,title_vr_npc_embodied;title_llm_agent,medium,https://openalex.org/W4405562840,abstract_available,"With the integration of large language models (LLMs), embodied agents have strong capabilities to understand and plan complicated natural language instructions. However, a foreseeable issue is that those embodied agents can also flawlessly execute some hazardous tasks, potentially causing damages in the real world. Existing benchmarks predominantly overlook critical safety risks, focusing solely on planning performance, while a few evaluate LLMs' safety awareness only on non-interactive image-text data. To address this gap, we present SafeAgentBench -- the first comprehensive benchmark for safety-aware task planning of embodied LLM agents in interactive simulation environments, covering both explicit and implicit hazards. SafeAgentBench includes: (1) an executable, diverse, and high-quality dataset of 750 tasks, rigorously curated to cover 10 potential hazards and 3 task types; (2) SafeAgentEnv, a universal embodied environment with a low-level controller, supporting multi-agent execution with 17 high-level actions for 9 state-of-the-art baselines; and (3) reliable evaluation methods from both execution and semantic perspectives. Experimental results show that, although agents based on different design frameworks exhibit substantial differences in task success rates, their overall safety awareness remains weak. The most safety-conscious baseline achieves only a 10% rejection rate for detailed hazardous tasks. Moreover, simply replacing the LLM driving the agent does not lead to notable improvements in safety awareness. Dataset and codes are available in https://github.com/shengyin1224/SafeAgentBench and https://huggingface.co/datasets/safeagentbench/SafeAgentBench.",abstract_keep_adjacent,adjacent_or_bridge_candidate,Abstract suggests LLM-agent network/spatial capability but social-behavior evidence is unclear.,keep_as_adjacent_or_low_priority_recheck
FT-L4-093,Generative AI in higher education: A global perspective of institutional adoption policies and guidelines,2024,Computers and Education Artificial Intelligence,https://doi.org/10.1016/j.caeai.2024.100348,https://doi.org/10.1016/j.caeai.2024.100348,"""large language model"" ""social network"" ""centrality""",False,l4_graph_topology;llm_agent,high,190,fresh_l4_tilt_recheck,openalex_fresh_targeted_l4_tilt_2026-04-27,False,,low,https://openalex.org/W4405586205,abstract_available,"Integrating generative AI (GAI) into higher education is crucial for preparing a future generation of GAI-literate students. However, a comprehensive understanding of global institutional adoption policies remains absent, with most prior studies focusing on the Global North and lacking a theoretical lens. This study utilizes the Diffusion of Innovations Theory to examine GAI adoption strategies in higher education across 40 universities from six global regions. It explores the characteristics of GAI innovation, including compatibility, trialability, and observability, and analyses the communication channels and roles and responsibilities outlined in university policies and guidelines. The findings reveal that universities are proactively addressing GAI integration by emphasising academic integrity, enhancing teaching and learning practices, and promoting equity. Key policy measures include the development of guidelines for ethical GAI use, the design of authentic assessments to mitigate misuse, and the provision of training programs for faculty and students to foster GAI literacy. Despite these efforts, gaps remain in comprehensive policy frameworks, particularly in addressing data privacy concerns and ensuring equitable access to GAI tools. The study underscores the importance of clear communication channels, stakeholder collaboration, and ongoing evaluation to support effective GAI adoption. These insights provide actionable insights for policymakers to craft inclusive, transparent, and adaptive strategies for integrating GAI into higher education.",abstract_exclude,excluded,Abstract/title indicates unrelated domain or lacks target LLM-agent spatial/social system.,exclude
FT-L4-094,"Navigating quadrupedal robots in complex environments : terrain reconstruction, navigational planning, and dynamic interaction",2024,,https://doi.org/10.14711/thesis-991013351459303412,https://doi.org/10.14711/thesis-991013351459303412,"""large language model"" ""crowd evacuation"" ""building""",False,urban_mobility_crowd_built;llm_agent,low,0,fresh_low_priority_or_background,openalex_fresh_targeted_l4_tilt_2026-04-27,False,,low,https://openalex.org/W4405916951,abstract_available,"HKUST Electronic Theses Navigating quadrupedal robots in complex environments : terrain reconstruction, navigational planning, and dynamic interaction by Bowen Yang thesis 2024 1 online resource (xv, 114 pages) : color illustrations Through rigorous research into the mechanical designs and locomotion…Read more ›",abstract_background_or_adjacent,adjacent_or_foundational,Abstract has relevant network/spatial/social terms but lacks a clear LLM-agent target system.,keep_as_background_or_low_priority
FT-L4-095,LLM-AIDSim: LLM-Enhanced Agent-Based Influence Diffusion Simulation in Social Networks,2025,Systems,https://doi.org/10.3390/systems13010029,https://doi.org/10.3390/systems13010029,"""LLM"" ""opinion dynamics"" ""network structure""",False,l4_graph_topology;llm_agent,high,8,fresh_l4_tilt_recheck,openalex_fresh_targeted_l4_tilt_2026-04-27,False,title_l4_graph_topology;title_llm_agent,high,https://openalex.org/W4406034570,abstract_available,"This paper introduces an LLM-Enhanced Agent-Based Influence Diffusion Simulation (LLM-AIDSim) framework that integrates large language models (LLMs) into agent-based modelling to simulate influence diffusion in social networks. The proposed framework enhances traditional influence diffusion models by allowing agents to generate language-level responses, providing deeper insights into user agent interactions. Our framework addresses the limitations of probabilistic models by simulating realistic, context-aware user behaviours in response to public statements. Using real-world news topics, we demonstrate the effectiveness of LLM-AIDSim in simulating topic evolution and tracking user discourse, validating its ability to replicate key aspects of real-world information propagation. Our experimental results highlight the role of influence diffusion in shaping collective discussions, revealing that, over time, diffusion narrows the focus of conversations around a few dominant topics. We further analyse regional differences in topic clustering and diffusion behaviours across three cities, Sydney, Auckland, and Hobart, revealing how demographics, income, and education levels influence topic dominance. This work underscores the potential of LLM-AIDSim as a decision-support tool for strategic communication, enabling organizations to anticipate and understand public sentiment trends.",fulltext_checked_promote,bridge_core,P0-L4 full-text adjudicated: promote_now; L3,add_or_consider_for_widened_map
FT-L4-096,AI Agent for Education: von Neumann Multi-Agent System Framework,2024,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2501.00083,https://doi.org/10.48550/arxiv.2501.00083,"""large language model"" ""agent-based simulation"" ""graph""",False,l4_graph_topology;llm_agent,high,7,fresh_l4_tilt_recheck,openalex_fresh_targeted_l4_tilt_2026-04-27,False,,low,https://openalex.org/W4406052043,abstract_available,"The development of large language models has ushered in new paradigms for education. This paper centers on the multi-Agent system in education and proposes the von Neumann multi-Agent system framework. It breaks down each AI Agent into four modules: control unit, logic unit, storage unit, and input-output devices, defining four types of operations: task deconstruction, self-reflection, memory processing, and tool invocation. Furthermore, it introduces related technologies such as Chain-of-Thought, Reson+Act, and Multi-Agent Debate associated with these four types of operations. The paper also discusses the ability enhancement cycle of a multi-Agent system for education, including the outer circulation for human learners to promote knowledge construction and the inner circulation for LLM-based-Agents to enhance swarm intelligence. Through collaboration and reflection, the multi-Agent system can better facilitate human learners' learning and enhance their teaching abilities in this process.",abstract_exclude,excluded,Abstract does not indicate a target LLM-agent spatial/social/network system.,exclude
FT-L4-097,Large language models for artificial general intelligence (AGI): A survey of foundational principles and approaches,2025,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2501.03151,https://doi.org/10.48550/arxiv.2501.03151,"""embodied LLM agents"" ""3D"" ""multi-agent""",False,vr_npc_embodied;llm_agent,low,2,fresh_low_priority_or_background,openalex_fresh_targeted_l4_tilt_2026-04-27,False,title_llm_agent,low,https://openalex.org/W4406123676,abstract_available,"Generative artificial intelligence (AI) systems based on large-scale pretrained foundation models (PFMs) such as vision-language models, large language models (LLMs), diffusion models and vision-language-action (VLA) models have demonstrated the ability to solve complex and truly non-trivial AI problems in a wide variety of domains and contexts. Multimodal large language models (MLLMs), in particular, learn from vast and diverse data sources, allowing rich and nuanced representations of the world and, thereby, providing extensive capabilities, including the ability to reason, engage in meaningful dialog; collaborate with humans and other agents to jointly solve complex problems; and understand social and emotional aspects of humans. Despite this impressive feat, the cognitive abilities of state-of-the-art LLMs trained on large-scale datasets are still superficial and brittle. Consequently, generic LLMs are severely limited in their generalist capabilities. A number of foundational problems -- embodiment, symbol grounding, causality and memory -- are required to be addressed for LLMs to attain human-level general intelligence. These concepts are more aligned with human cognition and provide LLMs with inherent human-like cognitive properties that support the realization of physically-plausible, semantically meaningful, flexible and more generalizable knowledge and intelligence. In this work, we discuss the aforementioned foundational issues and survey state-of-the art approaches for implementing these concepts in LLMs. Specifically, we discuss how the principles of embodiment, symbol grounding, causality and memory can be leveraged toward the attainment of artificial general intelligence (AGI) in an organic manner.",abstract_background_or_adjacent,adjacent_or_foundational,"Abstract indicates background/review/foundational/adjacent relevance, not a primary Core system row.",keep_as_background_or_low_priority
FT-L4-098,Integrating artificial intelligence with mechanistic epidemiological modeling: a scoping review of opportunities and challenges,2025,Nature Communications,https://doi.org/10.1038/s41467-024-55461-x,https://doi.org/10.1038/s41467-024-55461-x,"""large language model"" ""agent-based simulation"" ""graph""",False,l4_graph_topology;llm_agent,high,69,fresh_l4_tilt_recheck,openalex_fresh_targeted_l4_tilt_2026-04-27,False,,low,https://openalex.org/W4406268375,abstract_available,"Integrating prior epidemiological knowledge embedded within mechanistic models with the data-mining capabilities of artificial intelligence (AI) offers transformative potential for epidemiological modeling. While the fusion of AI and traditional mechanistic approaches is rapidly advancing, efforts remain fragmented. This scoping review provides a comprehensive overview of emerging integrated models applied across the spectrum of infectious diseases. Through systematic search strategies, we identified 245 eligible studies from 15,460 records. Our review highlights the practical value of integrated models, including advances in disease forecasting, model parameterization, and calibration. However, key research gaps remain. These include the need for better incorporation of realistic decision-making considerations, expanded exploration of diverse datasets, and further investigation into biological and socio-behavioral mechanisms. Addressing these gaps will unlock the synergistic potential of AI and mechanistic modeling to enhance understanding of disease dynamics and support more effective public health planning and response.",abstract_exclude,excluded,"Abstract/title indicates review or background item, not a primary LLM-agent spatial/social system.",exclude_or_background_only
FT-L4-099,"Large Model Empowered Metaverse: State-of-the-Art, Challenges and Opportunities",2025,ArXiv.org,https://doi.org/10.48550/arxiv.2502.10397,https://doi.org/10.48550/arxiv.2502.10397,"""LLM agents"" ""virtual world"" ""NPC"" ""spatial""",False,vr_npc_embodied;llm_agent,low,0,fresh_low_priority_or_background,openalex_fresh_targeted_l4_tilt_2026-04-27,False,title_vr_npc_embodied,low,https://openalex.org/W4407683595,abstract_available,"The Metaverse represents a transformative shift beyond traditional mobile Internet, creating an immersive, persistent digital ecosystem where users can interact, socialize, and work within 3D virtual environments. Powered by large models such as ChatGPT and Sora, the Metaverse benefits from precise large-scale real-world modeling, automated multimodal content generation, realistic avatars, and seamless natural language understanding, which enhance user engagement and enable more personalized, intuitive interactions. However, challenges remain, including limited scalability, constrained responsiveness, and low adaptability in dynamic environments. This paper investigates the integration of large models within the Metaverse, examining their roles in enhancing user interaction, perception, content creation, and service quality. To address existing challenges, we propose a generative AI-based framework for optimizing Metaverse rendering. This framework includes a cloud-edge-end collaborative model to allocate rendering tasks with minimal latency, a mobility-aware pre-rendering mechanism that dynamically adjusts to user movement, and a diffusion model-based adaptive rendering strategy to fine-tune visual details. Experimental results demonstrate the effectiveness of our approach in enhancing rendering efficiency and reducing rendering overheads, advancing large model deployment for a more responsive and immersive Metaverse.",abstract_background_or_adjacent,adjacent_or_foundational,"Abstract indicates background/review/foundational/adjacent relevance, not a primary Core system row.",keep_as_background_or_low_priority
