"fresh_id","title","year","venue","doi","url","query","duplicate_existing_pool","duplicate_prior_targeted_screen","title_l4_priority","title_target_families","disposition_status","disposition_tier","disposition_reason","next_action","cited_by_count"
"FT-L4-075","MHRC: Closed-loop Decentralized Multi-Heterogeneous Robot Collaboration with Large Language Models","2024","arXiv (Cornell University)","https://doi.org/10.48550/arxiv.2409.16030","https://doi.org/10.48550/arxiv.2409.16030","""embodied LLM agents"" ""3D"" ""multi-agent""","False","False","low","title_llm_agent","title_abstract_exclude","excluded","No clear LLM-agent spatial/social/network system from title-level screen.","exclude","0"
"FT-L4-076","Decoding Echo Chambers: LLM-Powered Simulations Revealing Polarization in Social Networks","2024","arXiv (Cornell University)","https://doi.org/10.48550/arxiv.2409.19338","https://doi.org/10.48550/arxiv.2409.19338","""LLM"" ""opinion dynamics"" ""network structure""","False","False","high","title_l4_graph_topology;title_llm_agent","queued_for_recheck","bridge_core","In priority queue: P1-L4; Polarization in social networks can strengthen L4/network bridge coverage if agent-facing network structure is explicit.","fulltext_or_abstract_recheck","1"
"FT-L4-077","ELLMA-T: an Embodied LLM-agent for Supporting English Language Learning in Social VR","2024","arXiv (Cornell University)","https://doi.org/10.48550/arxiv.2410.02406","https://doi.org/10.48550/arxiv.2410.02406","""embodied LLM agents"" ""3D"" ""multi-agent""","False","True","medium","title_vr_npc_embodied;title_llm_agent","duplicate_prior_targeted","duplicate","Duplicate of prior targeted widened-screen candidate.","do_not_count_as_new_screen_record","0"
"FT-L4-078","LLMs and generative agent-based models for complex systems research","2024","Physics of Life Reviews","https://doi.org/10.1016/j.plrev.2024.10.013","https://doi.org/10.1016/j.plrev.2024.10.013","""generative agents"" ""social network"" ""community""","False","False","low","title_llm_agent","title_abstract_exclude","excluded","No clear LLM-agent spatial/social/network system from title-level screen.","exclude","59"
"FT-L4-079","Interdisciplinary Perspectives on Agent-Based Modeling in the Architecture, Engineering, and Construction Industry: A Comprehensive Review","2024","Buildings","https://doi.org/10.3390/buildings14113480","https://doi.org/10.3390/buildings14113480","""large language model"" ""agent-based simulation"" ""graph""","False","False","low","","title_abstract_exclude","excluded","Review/background item rather than a primary LLM-agent spatial/social system.","exclude_or_background_only","37"
"FT-L4-080","Benchmarking Large Language Models for Image Classification of Marine Mammals","2024","arXiv (Cornell University)","https://doi.org/10.48550/arxiv.2410.19848","https://doi.org/10.48550/arxiv.2410.19848","""embodied LLM agents"" ""3D"" ""multi-agent""","False","False","low","title_llm_agent","title_abstract_exclude","excluded","No clear LLM-agent spatial/social/network system from title-level screen.","exclude","0"
"FT-L4-081","Human-AI coevolution","2024","Artificial Intelligence","https://doi.org/10.1016/j.artint.2024.104244","https://doi.org/10.1016/j.artint.2024.104244","""LLM"" ""opinion dynamics"" ""network structure""","False","False","low","","title_abstract_exclude","excluded","No clear LLM-agent spatial/social/network system from title-level screen.","exclude","44"
"FT-L4-082","Complex systems perspective in assessing risks in artificial intelligence","2024","Philosophical Transactions of the Royal Society A Mathematical Physical and Engineering Sciences","https://doi.org/10.1098/rsta.2024.0109","https://doi.org/10.1098/rsta.2024.0109","""LLM"" ""opinion dynamics"" ""network structure""","False","False","low","","title_abstract_exclude","excluded","Review/background item rather than a primary LLM-agent spatial/social system.","exclude_or_background_only","7"
"FT-L4-083","Unbounded: A Generative Infinite Game of Character Life Simulation","2024","arXiv (Cornell University)","https://doi.org/10.48550/arxiv.2410.18975","https://doi.org/10.48550/arxiv.2410.18975","""LLM agents"" ""virtual world"" ""NPC"" ""spatial""","False","False","low","title_vr_npc_embodied","title_abstract_exclude","excluded","No clear LLM-agent spatial/social/network system from title-level screen.","exclude","2"
"FT-L4-084","A Survey on Human-Centric LLMs","2024","arXiv (Cornell University)","https://doi.org/10.48550/arxiv.2411.14491","https://doi.org/10.48550/arxiv.2411.14491","""embodied LLM agents"" ""3D"" ""multi-agent""","False","False","low","title_llm_agent","title_abstract_exclude","excluded","Review/background item rather than a primary LLM-agent spatial/social system.","exclude_or_background_only","3"
"FT-L4-085","Study on Public Perceptions and Disaster Prevention Framework of Tunnel Fires Based on Social Media and Artificial Intelligence","2024","Fire","https://doi.org/10.3390/fire7120462","https://doi.org/10.3390/fire7120462","""large language model"" ""crowd evacuation"" ""building""","False","False","low","","title_abstract_exclude","excluded","No clear LLM-agent spatial/social/network system from title-level screen.","exclude","1"
"FT-L4-086","Harnessing the power of machine learning into tissue engineering: current progress and future prospects","2024","Burns & Trauma","https://doi.org/10.1093/burnst/tkae053","https://doi.org/10.1093/burnst/tkae053","""large language model"" ""agent-based simulation"" ""graph""","False","False","low","","title_abstract_exclude","excluded","Title indicates unrelated domain or no LLM-agent spatial/social system.","exclude","20"
"FT-L4-087","Artificial Intelligence-Enabled Metaverse for Sustainable Smart Cities: Technologies, Applications, Challenges, and Future Directions","2024","Electronics","https://doi.org/10.3390/electronics13244874","https://doi.org/10.3390/electronics13244874","""large language model"" ""metaverse"" ""avatar"" ""spatial""","True","False","low","title_vr_npc_embodied","duplicate_existing_pool","duplicate","Duplicate of original Phase 1 candidate pool.","do_not_count_as_new_screen_record","60"
"FT-L4-088","λ: A Benchmark for Data-Efficiency in Long-Horizon Indoor Mobile Manipulation Robotics","2024","arXiv (Cornell University)","https://doi.org/10.48550/arxiv.2412.05313","https://doi.org/10.48550/arxiv.2412.05313","""embodied LLM agents"" ""3D"" ""multi-agent""","False","False","low","","title_abstract_exclude","excluded","No clear LLM-agent spatial/social/network system from title-level screen.","exclude","0"
"FT-L4-089","CharacterBox: Evaluating the Role-Playing Capabilities of LLMs in Text-Based Virtual Worlds","2024","arXiv (Cornell University)","https://doi.org/10.48550/arxiv.2412.05631","https://doi.org/10.48550/arxiv.2412.05631","""LLM agents"" ""virtual world"" ""NPC"" ""spatial""","False","False","medium","title_vr_npc_embodied;title_llm_agent","background_or_adjacent","adjacent_or_foundational","Title matches network/spatial terms but LLM-agent social system is not clear.","keep_as_background_or_low_priority","0"
"FT-L4-090","Human Behavior Simulation: Objectives, Methodologies, and Open Problems","2024","arXiv (Cornell University)","https://doi.org/10.48550/arxiv.2412.07788","https://doi.org/10.48550/arxiv.2412.07788","""LLM agents"" ""network formation"" ""topology""","False","False","low","","title_abstract_exclude","excluded","No clear LLM-agent spatial/social/network system from title-level screen.","exclude","1"
"FT-L4-091","Virtual Try-On Systems in Fashion Consumption: A Systematic Review","2024","Applied Sciences","https://doi.org/10.3390/app142411839","https://doi.org/10.3390/app142411839","""large language model"" ""metaverse"" ""avatar"" ""spatial""","False","False","low","","title_abstract_exclude","excluded","Review/background item rather than a primary LLM-agent spatial/social system.","exclude_or_background_only","24"
"FT-L4-092","SafeAgentBench: A Benchmark for Safe Task Planning of Embodied LLM Agents","2024","arXiv (Cornell University)","https://doi.org/10.48550/arxiv.2412.13178","https://doi.org/10.48550/arxiv.2412.13178","""embodied LLM agents"" ""3D"" ""multi-agent""","False","False","medium","title_vr_npc_embodied;title_llm_agent","title_abstract_keep","bridge_core_candidate","Title suggests LLM/generative agents in spatial, VR, mobility, crowd, or embodied bridge setting.","abstract_or_fulltext_recheck_if_more_rows_needed","2"
"FT-L4-093","Generative AI in higher education: A global perspective of institutional adoption policies and guidelines","2024","Computers and Education Artificial Intelligence","https://doi.org/10.1016/j.caeai.2024.100348","https://doi.org/10.1016/j.caeai.2024.100348","""large language model"" ""social network"" ""centrality""","False","False","low","","title_abstract_exclude","excluded","Review/background item rather than a primary LLM-agent spatial/social system.","exclude_or_background_only","190"
"FT-L4-094","Navigating quadrupedal robots in complex environments : terrain reconstruction, navigational planning, and dynamic interaction","2024","","https://doi.org/10.14711/thesis-991013351459303412","https://doi.org/10.14711/thesis-991013351459303412","""large language model"" ""crowd evacuation"" ""building""","False","False","low","","title_abstract_exclude","excluded","No clear LLM-agent spatial/social/network system from title-level screen.","exclude","0"
"FT-L4-095","LLM-AIDSim: LLM-Enhanced Agent-Based Influence Diffusion Simulation in Social Networks","2025","Systems","https://doi.org/10.3390/systems13010029","https://doi.org/10.3390/systems13010029","""LLM"" ""opinion dynamics"" ""network structure""","False","False","high","title_l4_graph_topology;title_llm_agent","fulltext_checked_promote","bridge_core","P0-L4 full-text adjudicated: promote_now; L3","add_or_consider_for_widened_map","8"
"FT-L4-096","AI Agent for Education: von Neumann Multi-Agent System Framework","2024","arXiv (Cornell University)","https://doi.org/10.48550/arxiv.2501.00083","https://doi.org/10.48550/arxiv.2501.00083","""large language model"" ""agent-based simulation"" ""graph""","False","False","low","","title_abstract_exclude","excluded","Title indicates unrelated domain or no LLM-agent spatial/social system.","exclude","7"
"FT-L4-097","Large language models for artificial general intelligence (AGI): A survey of foundational principles and approaches","2025","arXiv (Cornell University)","https://doi.org/10.48550/arxiv.2501.03151","https://doi.org/10.48550/arxiv.2501.03151","""embodied LLM agents"" ""3D"" ""multi-agent""","False","False","low","title_llm_agent","title_abstract_exclude","excluded","Review/background item rather than a primary LLM-agent spatial/social system.","exclude_or_background_only","2"
"FT-L4-098","Integrating artificial intelligence with mechanistic epidemiological modeling: a scoping review of opportunities and challenges","2025","Nature Communications","https://doi.org/10.1038/s41467-024-55461-x","https://doi.org/10.1038/s41467-024-55461-x","""large language model"" ""agent-based simulation"" ""graph""","False","False","low","","title_abstract_exclude","excluded","Review/background item rather than a primary LLM-agent spatial/social system.","exclude_or_background_only","69"
"FT-L4-099","Large Model Empowered Metaverse: State-of-the-Art, Challenges and Opportunities","2025","ArXiv.org","https://doi.org/10.48550/arxiv.2502.10397","https://doi.org/10.48550/arxiv.2502.10397","""LLM agents"" ""virtual world"" ""NPC"" ""spatial""","False","False","low","title_vr_npc_embodied","title_abstract_exclude","excluded","Review/background item rather than a primary LLM-agent spatial/social system.","exclude_or_background_only","0"
"FT-L4-100","Artificial intelligence for modelling infectious disease epidemics","2025","Nature","https://doi.org/10.1038/s41586-024-08564-w","https://doi.org/10.1038/s41586-024-08564-w","""generative agents"" ""social network"" ""community""","False","False","low","","title_abstract_exclude","excluded","Title indicates unrelated domain or no LLM-agent spatial/social system.","exclude","111"
"FT-L4-101","LLM-Driven Social Influence for Cooperative Behavior in Multi-Agent Systems","2025","IEEE Access","https://doi.org/10.1109/access.2025.3548451","https://doi.org/10.1109/access.2025.3548451","""large language model"" ""social network"" ""centrality""","False","False","low","title_llm_agent","title_abstract_exclude","excluded","No clear LLM-agent spatial/social/network system from title-level screen.","exclude","10"
"FT-L4-102","Bots of a Feather: Mixing Biases in LLMs’ Opinion Dynamics","2025","Studies in computational intelligence","https://doi.org/10.1007/978-3-031-82439-5_14","https://doi.org/10.1007/978-3-031-82439-5_14","""LLM"" ""opinion dynamics"" ""network structure""","False","False","high","title_l4_graph_topology;title_llm_agent","background_or_adjacent","adjacent_or_foundational","Title matches network/spatial terms but LLM-agent social system is not clear.","keep_as_background_or_low_priority","1"
"FT-L4-103","A systematic review of AI, VR, and LLM applications in special education: Opportunities, challenges, and future directions","2025","Education and Information Technologies","https://doi.org/10.1007/s10639-025-13550-4","https://doi.org/10.1007/s10639-025-13550-4","""large language model"" ""metaverse"" ""avatar"" ""spatial""","False","False","medium","title_vr_npc_embodied;title_llm_agent","title_abstract_exclude","excluded","Review/background item rather than a primary LLM-agent spatial/social system.","exclude_or_background_only","27"
"FT-L4-104","Towards integrating process mining with agent-based modeling and simulation: State of the art and outlook","2025","Expert Systems with Applications","https://doi.org/10.1016/j.eswa.2025.127571","https://doi.org/10.1016/j.eswa.2025.127571","""large language model"" ""agent-based simulation"" ""graph""","False","False","low","","title_abstract_exclude","excluded","No clear LLM-agent spatial/social/network system from title-level screen.","exclude","11"
"FT-L4-105","A Systematic Review on the Combination of VR, IoT and AI Technologies, and Their Integration in Applications","2025","Future Internet","https://doi.org/10.3390/fi17040163","https://doi.org/10.3390/fi17040163","""large language model"" ""metaverse"" ""avatar"" ""spatial""","False","False","low","title_vr_npc_embodied","title_abstract_exclude","excluded","Review/background item rather than a primary LLM-agent spatial/social system.","exclude_or_background_only","31"
"FT-L4-106","A metaverse based digital preservation of temple architecture and heritage","2025","Scientific Reports","https://doi.org/10.1038/s41598-025-00039-w","https://doi.org/10.1038/s41598-025-00039-w","""large language model"" ""crowd evacuation"" ""building""","False","False","low","title_vr_npc_embodied","background_or_adjacent","adjacent_or_foundational","Title matches network/spatial terms but LLM-agent social system is not clear.","keep_as_background_or_low_priority","13"
"FT-L4-107","Front Matter: Volume 13574","2025","","https://doi.org/10.1117/12.3069127","https://doi.org/10.1117/12.3069127","""large language model"" ""crowd evacuation"" ""building""","False","False","low","","title_abstract_exclude","excluded","No clear LLM-agent spatial/social/network system from title-level screen.","exclude","0"
"FT-L4-108","Emergent social conventions and collective bias in LLM populations","2025","Science Advances","https://doi.org/10.1126/sciadv.adu9368","https://doi.org/10.1126/sciadv.adu9368","""generative agents"" ""social network"" ""community""","False","False","high","title_l4_graph_topology;title_llm_agent","queued_for_recheck","bridge_core","In priority queue: P1-L4; Strong LLM population/social emergence paper; may not be spatial/network enough but useful for boundary checking.","fulltext_or_abstract_recheck","31"
"FT-L4-109","Generative Network Design for Multi-Agent Coordination: A VAE-Assisted Deep RL Approach","2025","Journal of Mechanical Design","https://doi.org/10.1115/1.4068796","https://doi.org/10.1115/1.4068796","""LLM agents"" ""network formation"" ""topology""","False","False","medium","title_l4_graph_topology","background_or_adjacent","adjacent_or_foundational","Title matches network/spatial terms but LLM-agent social system is not clear.","keep_as_background_or_low_priority","2"
"FT-L4-110","Lagged Stance Interactions and Counter-Spiral of Silence: A Data-Driven Analysis and Agent-Based Modeling of Technical Public Opinion Events","2025","Systems","https://doi.org/10.3390/systems13060417","https://doi.org/10.3390/systems13060417","""LLM"" ""opinion dynamics"" ""network structure""","False","False","low","","title_abstract_exclude","excluded","No clear LLM-agent spatial/social/network system from title-level screen.","exclude","3"
"FT-L4-111","Retrieval-Augmented Generation (RAG)","2025","Business & Information Systems Engineering","https://doi.org/10.1007/s12599-025-00945-3","https://doi.org/10.1007/s12599-025-00945-3","""large language model"" ""agent-based simulation"" ""graph""","False","False","low","","title_abstract_exclude","excluded","Title indicates unrelated domain or no LLM-agent spatial/social system.","exclude","31"
"FT-L4-112","Metaverse and Digital Twins in the Age of AI and Extended Reality","2025","Architecture","https://doi.org/10.3390/architecture5020036","https://doi.org/10.3390/architecture5020036","""LLM agents"" ""virtual world"" ""NPC"" ""spatial""","True","False","low","title_vr_npc_embodied","duplicate_existing_pool","duplicate","Duplicate of original Phase 1 candidate pool.","do_not_count_as_new_screen_record","7"
"FT-L4-113","<scp>AIKII</scp>: An <scp>AI</scp>‐Enhanced Knowledge Interactive Interface for Knowledge Representation in Educational Games","2025","Computer Animation and Virtual Worlds","https://doi.org/10.1002/cav.70052","https://doi.org/10.1002/cav.70052","""LLM agents"" ""virtual world"" ""NPC"" ""spatial""","False","False","low","title_vr_npc_embodied","title_abstract_exclude","excluded","Title indicates unrelated domain or no LLM-agent spatial/social system.","exclude","0"
"FT-L4-114","CharacterBox: Evaluating the Role-Playing Capabilities of LLMs in Text-Based Virtual Worlds","2025","","https://doi.org/10.18653/v1/2025.naacl-long.323","https://doi.org/10.18653/v1/2025.naacl-long.323","""LLM agents"" ""virtual world"" ""NPC"" ""spatial""","False","False","medium","title_vr_npc_embodied;title_llm_agent","background_or_adjacent","adjacent_or_foundational","Title matches network/spatial terms but LLM-agent social system is not clear.","keep_as_background_or_low_priority","1"
"FT-L4-115","LLMs Generate Structurally Realistic Social Networks but Overestimate Political Homophily","2025","Proceedings of the International AAAI Conference on Web and Social Media","https://doi.org/10.1609/icwsm.v19i1.35820","https://doi.org/10.1609/icwsm.v19i1.35820","""LLM"" ""opinion dynamics"" ""network structure""","False","False","high","title_l4_graph_topology;title_llm_agent","queued_for_recheck","bridge_core_or_adjacent","In priority queue: P1-L4; Social-network generation is relevant to network-structure realism but may not be agent simulation.","fulltext_or_abstract_recheck","8"
"FT-L4-116","Understanding Online Polarization Through Human-Agent Interaction in a Synthetic LLM-Based Social Network","2025","Proceedings of the International AAAI Conference on Web and Social Media","https://doi.org/10.1609/icwsm.v19i1.35826","https://doi.org/10.1609/icwsm.v19i1.35826","""LLM"" ""opinion dynamics"" ""network structure""","False","False","high","title_l4_graph_topology;title_llm_agent","fulltext_checked_promote","bridge_core","P0-L4 full-text adjudicated: promote_now_with_caveat; L3","add_or_consider_for_widened_map","5"
"FT-L4-117","A BIM-Enhanced Approach to Evacuation Planning in University Environments for Optimizing Safety","2025","CIB Conferences","https://doi.org/10.7771/3067-4883.1684","https://doi.org/10.7771/3067-4883.1684","""large language model"" ""crowd evacuation"" ""building""","False","False","low","title_urban_mobility_crowd_built","background_or_adjacent","adjacent_or_foundational","Title matches network/spatial terms but LLM-agent social system is not clear.","keep_as_background_or_low_priority","0"
"FT-L4-118","An Architecture for Intelligent Tutoring in Virtual Reality: Integrating LLMs and Multimodal Interaction for Immersive Learning","2025","Information","https://doi.org/10.3390/info16070556","https://doi.org/10.3390/info16070556","""large language model"" ""metaverse"" ""avatar"" ""spatial""","True","False","low","title_llm_agent","duplicate_existing_pool","duplicate","Duplicate of original Phase 1 candidate pool.","do_not_count_as_new_screen_record","15"
"FT-L4-119","El Agente: An autonomous agent for quantum chemistry","2025","Matter","https://doi.org/10.1016/j.matt.2025.102263","https://doi.org/10.1016/j.matt.2025.102263","""large language model"" ""agent-based simulation"" ""graph""","False","False","low","","title_abstract_exclude","excluded","Title indicates unrelated domain or no LLM-agent spatial/social system.","exclude","27"
"FT-L4-120","A Parameter-Free Model for the Online Spread of Far-Right Messages: Combining Agent-Based Models with Large-Language Models","2025","Lecture notes in computer science","https://doi.org/10.1007/978-3-031-97557-8_16","https://doi.org/10.1007/978-3-031-97557-8_16","""LLM"" ""opinion dynamics"" ""network structure""","False","False","low","","title_abstract_exclude","excluded","No clear LLM-agent spatial/social/network system from title-level screen.","exclude","1"
"FT-L4-121","<i>The Truth Becomes Clearer Through Debate!</i> Multi-Agent Systems with Large Language Models Unmask Fake News","2025","","https://doi.org/10.1145/3726302.3730092","https://doi.org/10.1145/3726302.3730092","""large language model"" ""social network"" ""centrality""","False","False","low","title_llm_agent","title_abstract_exclude","excluded","No clear LLM-agent spatial/social/network system from title-level screen.","exclude","10"
"FT-L4-122","Large Language Model in Materials Science: Roles, Challenges, and Strategic Outlook","2025","Advanced Intelligent Discovery","https://doi.org/10.1002/aidi.202500085","https://doi.org/10.1002/aidi.202500085","""embodied LLM agents"" ""3D"" ""multi-agent""","False","False","low","title_llm_agent","title_abstract_exclude","excluded","Review/background item rather than a primary LLM-agent spatial/social system.","exclude_or_background_only","6"
"FT-L4-123","BOOKWORLD: From Novels to Interactive Agent Societies for Story Creation","2025","","https://doi.org/10.18653/v1/2025.acl-long.773","https://doi.org/10.18653/v1/2025.acl-long.773","""LLM agents"" ""virtual world"" ""NPC"" ""spatial""","False","False","low","","title_abstract_exclude","excluded","No clear LLM-agent spatial/social/network system from title-level screen.","exclude","1"
"FT-L4-124","Emerging spaces for language learning: AI bots, ambient intelligence, and the metaverse","2023","Language learning & technology","https://doi.org/10.64152/10125/73501","https://doi.org/10.64152/10125/73501","""large language model"" ""metaverse"" ""avatar"" ""spatial""","False","False","low","title_vr_npc_embodied","background_or_adjacent","adjacent_or_foundational","Title matches network/spatial terms but LLM-agent social system is not clear.","keep_as_background_or_low_priority","69"
"FT-L4-125","From Rules to Learning: Hybridizing Knowledge-Based Models for Pedestrian Trajectory Prediction","2025","","https://doi.org/10.1109/prml66062.2025.11159751","https://doi.org/10.1109/prml66062.2025.11159751","""large language model"" ""agent-based simulation"" ""graph""","False","False","low","","title_abstract_exclude","excluded","No clear LLM-agent spatial/social/network system from title-level screen.","exclude","0"
"FT-L4-126","Emergent evaluation hubs in a decentralizing large language model ecosystem","2025","ArXiv.org","https://doi.org/10.48550/arxiv.2510.01286","https://doi.org/10.48550/arxiv.2510.01286","""large language model"" ""agent-based simulation"" ""graph""","False","False","low","title_llm_agent","title_abstract_exclude","excluded","No clear LLM-agent spatial/social/network system from title-level screen.","exclude","0"
"FT-L4-127","Characterizing LLM-driven Social Network: The Chirper.ai Case","2025","arXiv (Cornell University)","https://doi.org/10.48550/arxiv.2504.10286","https://doi.org/10.48550/arxiv.2504.10286","""LLM agents"" ""network formation"" ""topology""","False","False","high","title_l4_graph_topology;title_llm_agent","queued_for_recheck","bridge_core","In priority queue: P1-L4; Chirper.ai may be a real/online LLM-driven social network; relevant to digital-network bridge layer.","fulltext_or_abstract_recheck","0"
"FT-L4-128","Large Language Model Driven Agents for Simulating Echo Chamber Formation","2025","ArXiv.org","https://doi.org/10.48550/arxiv.2502.18138","https://doi.org/10.48550/arxiv.2502.18138","""generative agents"" ""social network"" ""community""","False","False","low","title_llm_agent","title_abstract_exclude","excluded","No clear LLM-agent spatial/social/network system from title-level screen.","exclude","0"
"FT-L4-129","Simulating Online Social Media Conversations on Controversial Topics Using AI Agents Calibrated on Real-World Data","2025","ArXiv.org","https://doi.org/10.48550/arxiv.2509.18985","https://doi.org/10.48550/arxiv.2509.18985","""LLM"" ""opinion dynamics"" ""network structure""","False","False","low","","title_abstract_exclude","excluded","No clear LLM-agent spatial/social/network system from title-level screen.","exclude","0"
"FT-L4-130","SafeMind: Benchmarking and Mitigating Safety Risks in Embodied LLM Agents","2025","ArXiv.org","https://doi.org/10.48550/arxiv.2509.25885","https://doi.org/10.48550/arxiv.2509.25885","""embodied LLM agents"" ""3D"" ""multi-agent""","False","False","medium","title_vr_npc_embodied;title_llm_agent","title_abstract_keep","bridge_core_candidate","Title suggests LLM/generative agents in spatial, VR, mobility, crowd, or embodied bridge setting.","abstract_or_fulltext_recheck_if_more_rows_needed","0"
"FT-L4-131","Industrial Design-Driven Exploration of the Impact Mechnism of Fire Evacuation Efficiency in High-Rise Buildings","2025","Sustainability","https://doi.org/10.3390/su17209353","https://doi.org/10.3390/su17209353","""large language model"" ""crowd evacuation"" ""building""","False","False","low","title_urban_mobility_crowd_built","background_or_adjacent","adjacent_or_foundational","Title matches network/spatial terms but LLM-agent social system is not clear.","keep_as_background_or_low_priority","0"
"FT-L4-132","Ethical Dimensions to Empirical Applications of Agent-Based Social Simulation","2025","Springer proceedings in complexity","https://doi.org/10.1007/978-3-031-91782-0_30","https://doi.org/10.1007/978-3-031-91782-0_30","""large language model"" ""crowd evacuation"" ""building""","False","False","low","","title_abstract_exclude","excluded","No clear LLM-agent spatial/social/network system from title-level screen.","exclude","0"
"FT-L4-133","Amplifying Robotics Capacities with a Human Touch: An Immersive Human-Machine Interaction System","2025","Lecture notes in networks and systems","https://doi.org/10.1007/978-3-032-07986-2_23","https://doi.org/10.1007/978-3-032-07986-2_23","""large language model"" ""metaverse"" ""avatar"" ""spatial""","False","False","low","","title_abstract_exclude","excluded","No clear LLM-agent spatial/social/network system from title-level screen.","exclude","0"
"FT-L4-134","Mapping the Dynamics Behind Breakthrough Innovations in China’s Energy Sector: The Evolution of Research Foci and Collaborative Networks","2025","Systems","https://doi.org/10.3390/systems13110996","https://doi.org/10.3390/systems13110996","""large language model"" ""social network"" ""centrality""","False","False","medium","title_l4_graph_topology","background_or_adjacent","adjacent_or_foundational","Title matches network/spatial terms but LLM-agent social system is not clear.","keep_as_background_or_low_priority","1"
"FT-L4-135","Benchmarking LLMs' Swarm intelligence","2025","ArXiv.org","https://doi.org/10.48550/arxiv.2505.04364","https://doi.org/10.48550/arxiv.2505.04364","""embodied LLM agents"" ""3D"" ""multi-agent""","False","False","low","title_llm_agent","title_abstract_exclude","excluded","No clear LLM-agent spatial/social/network system from title-level screen.","exclude","0"
"FT-L4-136","Modeling realistic human behavior using generative agents in a multimodal transport system: Software architecture and Application to Toulouse","2025","ArXiv.org","https://doi.org/10.48550/arxiv.2510.19497","https://doi.org/10.48550/arxiv.2510.19497","""LLM agents"" ""urban mobility"" ""transport network""","False","False","medium","title_urban_mobility_crowd_built;title_llm_agent","queued_for_recheck","bridge_core","In priority queue: P1-Bridge; Urban mobility/generative-agent transport case; useful if more rows needed after L4 review.","fulltext_or_abstract_recheck","0"
"FT-L4-137","Implicit Behavioral Alignment of Language Agents in High-Stakes Crowd Simulations","2025","","https://doi.org/10.18653/v1/2025.emnlp-main.1562","https://doi.org/10.18653/v1/2025.emnlp-main.1562","""large language model"" ""crowd evacuation"" ""building""","False","False","medium","title_urban_mobility_crowd_built;title_llm_agent","queued_for_recheck","bridge_core","In priority queue: P1-Bridge; Crowd simulation with language agents may strengthen urban/crowd bridge coverage.","fulltext_or_abstract_recheck","0"
"FT-L4-138","Empowering Economic Simulation for Massively Multiplayer Online Games through Generative Agent-Based Modeling","2025","ArXiv.org","https://doi.org/10.48550/arxiv.2506.04699","https://doi.org/10.48550/arxiv.2506.04699","""LLM agents"" ""virtual world"" ""NPC"" ""spatial""","False","False","medium","title_vr_npc_embodied;title_llm_agent","title_abstract_keep","bridge_core_candidate","Generative agent-based modeling for massively multiplayer online games; possible virtual-world/social-economy bridge case.","abstract_or_fulltext_recheck_if_more_rows_needed","0"
"FT-L4-139","Multi-agent embodied AI: advances and future directions","2026","Science China Information Sciences","https://doi.org/10.1007/s11432-025-4820-4","https://doi.org/10.1007/s11432-025-4820-4","""embodied LLM agents"" ""3D"" ""multi-agent""","False","False","low","title_vr_npc_embodied","background_or_adjacent","adjacent_or_foundational","Title matches network/spatial terms but LLM-agent social system is not clear.","keep_as_background_or_low_priority","2"
"FT-L4-140","Simulating conversations on social media with generative agent-based models","2025","EPJ Data Science","https://doi.org/10.1140/epjds/s13688-025-00593-3","https://doi.org/10.1140/epjds/s13688-025-00593-3","""LLM agents"" ""network formation"" ""topology""","False","False","low","title_llm_agent","title_abstract_exclude","excluded","No clear LLM-agent spatial/social/network system from title-level screen.","exclude","1"
"FT-L4-141","Homophily-induced emergence of biased structures in LLM-based multi-agent AI systems","2025","Social Network Analysis and Mining","https://doi.org/10.1007/s13278-025-01535-7","https://doi.org/10.1007/s13278-025-01535-7","""LLM agents"" ""network formation"" ""topology""","False","False","low","title_llm_agent","title_abstract_keep","bridge_core_candidate","Title suggests LLM/generative agents in graph/network/social dynamics setting; potential L3/L4 bridge.","abstract_or_fulltext_recheck_after_priority_queue","1"
"FT-L4-142","Network-based Pedestrian Dynamics Model for Facility Layout Planning in Airport Check-in Systems","2025","","https://doi.org/10.36227/techrxiv.176072091.18664072/v2","https://doi.org/10.36227/techrxiv.176072091.18664072/v2","""large language model"" ""crowd evacuation"" ""building""","False","False","medium","title_l4_graph_topology","background_or_adjacent","adjacent_or_foundational","Title matches network/spatial terms but LLM-agent social system is not clear.","keep_as_background_or_low_priority","0"
"FT-L4-143","Geographical network analysis of drug trafficking in China (2012–2024): A method based on large language models","2025","Journal of Safety Science and Resilience","https://doi.org/10.1016/j.jnlssr.2025.100273","https://doi.org/10.1016/j.jnlssr.2025.100273","""large language model"" ""social network"" ""centrality""","False","False","high","title_l4_graph_topology;title_urban_mobility_crowd_built;title_llm_agent","background_or_adjacent","adjacent_or_foundational","Title matches network/spatial terms but LLM-agent social system is not clear.","keep_as_background_or_low_priority","1"
"FT-L4-144","MADRA: Multi-Agent Debate for Risk-Aware Embodied Planning","2025","ArXiv.org","https://doi.org/10.48550/arxiv.2511.21460","https://doi.org/10.48550/arxiv.2511.21460","""embodied LLM agents"" ""3D"" ""multi-agent""","False","False","low","title_vr_npc_embodied","background_or_adjacent","adjacent_or_foundational","Title matches network/spatial terms but LLM-agent social system is not clear.","keep_as_background_or_low_priority","0"
