pdf_path,pdf_exists,fulltext_path,fulltext_exists,meta_path,meta_exists,page_count,text_char_count,source_group
assets/survey_paper/pdfs/phase1_adjacent/11_L4R-01_Network_Formation_LLMs_Papachristou2025.pdf,True,assets/survey_paper/pdfs/phase1_adjacent/11_L4R-01_Network_Formation_LLMs_Papachristou2025.fulltext.md,True,assets/survey_paper/pdfs/phase1_adjacent/11_L4R-01_Network_Formation_LLMs_Papachristou2025.meta.json,True,48,117884,phase1_adjacent
assets/survey_paper/pdfs/phase1_adjacent/12_TW-09_ELLMA-T_Social_VR_2024.pdf,True,assets/survey_paper/pdfs/phase1_adjacent/12_TW-09_ELLMA-T_Social_VR_2024.fulltext.md,True,assets/survey_paper/pdfs/phase1_adjacent/12_TW-09_ELLMA-T_Social_VR_2024.meta.json,True,20,101293,phase1_adjacent
assets/survey_paper/pdfs/phase1_adjacent/13_TW-12_Virtual_Tutoring_System_2026.pdf,True,assets/survey_paper/pdfs/phase1_adjacent/13_TW-12_Virtual_Tutoring_System_2026.fulltext.md,True,assets/survey_paper/pdfs/phase1_adjacent/13_TW-12_Virtual_Tutoring_System_2026.meta.json,True,31,89719,phase1_adjacent
assets/survey_paper/pdfs/phase1_adjacent/14_TW-13_TUMSphere_Next_Gen_Orientation_2026.pdf,True,assets/survey_paper/pdfs/phase1_adjacent/14_TW-13_TUMSphere_Next_Gen_Orientation_2026.fulltext.md,True,assets/survey_paper/pdfs/phase1_adjacent/14_TW-13_TUMSphere_Next_Gen_Orientation_2026.meta.json,True,21,95634,phase1_adjacent
assets/survey_paper/pdfs/phase1_adjacent/15_TW-11_Office_Whispers_GenAI_NPCs_2026.pdf,True,assets/survey_paper/pdfs/phase1_adjacent/15_TW-11_Office_Whispers_GenAI_NPCs_2026.fulltext.md,True,assets/survey_paper/pdfs/phase1_adjacent/15_TW-11_Office_Whispers_GenAI_NPCs_2026.meta.json,True,30,118691,phase1_adjacent
assets/survey_paper/pdfs/phase1_adjacent/17_HC11_Environment_Aware_VR_Roleplay_2025.pdf,True,assets/survey_paper/pdfs/phase1_adjacent/17_HC11_Environment_Aware_VR_Roleplay_2025.fulltext.md,True,assets/survey_paper/pdfs/phase1_adjacent/17_HC11_Environment_Aware_VR_Roleplay_2025.meta.json,True,39,117089,phase1_adjacent
assets/survey_paper/pdfs/phase1_adjacent/18_BK08_Online_Community_Collective_Behaviors_2026.pdf,True,assets/survey_paper/pdfs/phase1_adjacent/18_BK08_Online_Community_Collective_Behaviors_2026.fulltext.md,True,assets/survey_paper/pdfs/phase1_adjacent/18_BK08_Online_Community_Collective_Behaviors_2026.meta.json,True,14,75934,phase1_adjacent
assets/survey_paper/pdfs/phase1_adjacent/19_BK03_Context_Aware_Onboarding_Metaverse_2024.pdf,True,assets/survey_paper/pdfs/phase1_adjacent/19_BK03_Context_Aware_Onboarding_Metaverse_2024.fulltext.md,True,assets/survey_paper/pdfs/phase1_adjacent/19_BK03_Context_Aware_Onboarding_Metaverse_2024.meta.json,True,18,85934,phase1_adjacent
assets/survey_paper/pdfs/phase1_core/00_HC01_TravelAgent_Noyman2025.pdf,True,assets/survey_paper/pdfs/phase1_core/00_HC01_TravelAgent_Noyman2025.fulltext.md,True,assets/survey_paper/pdfs/phase1_core/00_HC01_TravelAgent_Noyman2025.meta.json,True,21,67752,phase1_core
assets/survey_paper/pdfs/phase1_core/01_Generative_Agents_Park2023.pdf,True,assets/survey_paper/pdfs/phase1_core/01_Generative_Agents_Park2023.fulltext.md,True,assets/survey_paper/pdfs/phase1_core/01_Generative_Agents_Park2023.meta.json,True,22,114188,phase1_core
assets/survey_paper/pdfs/phase1_core/02_Affordable_Generative_Agents_Yu2024.pdf,True,assets/survey_paper/pdfs/phase1_core/02_Affordable_Generative_Agents_Yu2024.fulltext.md,True,assets/survey_paper/pdfs/phase1_core/02_Affordable_Generative_Agents_Yu2024.meta.json,True,29,92082,phase1_core
assets/survey_paper/pdfs/phase1_core/03_Project_Sid_Altera2024.pdf,True,assets/survey_paper/pdfs/phase1_core/03_Project_Sid_Altera2024.fulltext.md,True,assets/survey_paper/pdfs/phase1_core/03_Project_Sid_Altera2024.meta.json,True,35,86306,phase1_core
assets/survey_paper/pdfs/phase1_core/04_Artificial_Leviathan_Dai2024.pdf,True,assets/survey_paper/pdfs/phase1_core/04_Artificial_Leviathan_Dai2024.fulltext.md,True,assets/survey_paper/pdfs/phase1_core/04_Artificial_Leviathan_Dai2024.meta.json,True,16,66510,phase1_core
assets/survey_paper/pdfs/phase1_core/05_Concordia_Vezhnevets2023.pdf,True,assets/survey_paper/pdfs/phase1_core/05_Concordia_Vezhnevets2023.fulltext.md,True,assets/survey_paper/pdfs/phase1_core/05_Concordia_Vezhnevets2023.meta.json,True,32,119824,phase1_core
assets/survey_paper/pdfs/phase1_core/06_OASIS_Yang2024.pdf,True,assets/survey_paper/pdfs/phase1_core/06_OASIS_Yang2024.fulltext.md,True,assets/survey_paper/pdfs/phase1_core/06_OASIS_Yang2024.meta.json,True,37,100125,phase1_core
assets/survey_paper/pdfs/phase1_core/07_AgentSociety_Piao2025.pdf,True,assets/survey_paper/pdfs/phase1_core/07_AgentSociety_Piao2025.fulltext.md,True,assets/survey_paper/pdfs/phase1_core/07_AgentSociety_Piao2025.meta.json,True,45,151809,phase1_core
assets/survey_paper/pdfs/phase1_core/08_SoMoSiMu_Mou2024.pdf,True,assets/survey_paper/pdfs/phase1_core/08_SoMoSiMu_Mou2024.fulltext.md,True,assets/survey_paper/pdfs/phase1_core/08_SoMoSiMu_Mou2024.meta.json,True,21,71675,phase1_core
assets/survey_paper/pdfs/phase1_core/09_HC08_Lyfe_Agents.pdf,True,assets/survey_paper/pdfs/phase1_core/09_HC08_Lyfe_Agents.fulltext.md,True,assets/survey_paper/pdfs/phase1_core/09_HC08_Lyfe_Agents.meta.json,True,31,90354,phase1_core
assets/survey_paper/pdfs/phase1_core/10_HC09_Spontaneous_Emergence.pdf,True,assets/survey_paper/pdfs/phase1_core/10_HC09_Spontaneous_Emergence.fulltext.md,True,assets/survey_paper/pdfs/phase1_core/10_HC09_Spontaneous_Emergence.meta.json,True,21,51117,phase1_core
assets/survey_paper/pdfs/phase1_core/11_HC10_Real_World_Community_Oriented.pdf,True,assets/survey_paper/pdfs/phase1_core/11_HC10_Real_World_Community_Oriented.fulltext.md,True,assets/survey_paper/pdfs/phase1_core/11_HC10_Real_World_Community_Oriented.meta.json,True,16,82873,phase1_core
assets/survey_paper/pdfs/phase1_core/12_HC12_SimWorld.pdf,True,assets/survey_paper/pdfs/phase1_core/12_HC12_SimWorld.fulltext.md,True,assets/survey_paper/pdfs/phase1_core/12_HC12_SimWorld.meta.json,True,24,73018,phase1_core
assets/survey_paper/pdfs/phase1_core/13_HC15_CitySim.pdf,True,assets/survey_paper/pdfs/phase1_core/13_HC15_CitySim.fulltext.md,True,assets/survey_paper/pdfs/phase1_core/13_HC15_CitySim.meta.json,True,13,50858,phase1_core
assets/survey_paper/pdfs/phase1_core/14_HC13_Fire_Evacuation_CA.pdf,True,assets/survey_paper/pdfs/phase1_core/14_HC13_Fire_Evacuation_CA.fulltext.md,True,assets/survey_paper/pdfs/phase1_core/14_HC13_Fire_Evacuation_CA.meta.json,True,13,70097,phase1_core
assets/survey_paper/pdfs/phase1_core/15_HC14_Crowd_Evacuation_Disaster.pdf,True,assets/survey_paper/pdfs/phase1_core/15_HC14_Crowd_Evacuation_Disaster.fulltext.md,True,assets/survey_paper/pdfs/phase1_core/15_HC14_Crowd_Evacuation_Disaster.meta.json,True,17,77213,phase1_core
assets/survey_paper/pdfs/phase1_foundational/01_From_Isovists_to_Visibility_Graphs_Turner2001.pdf,True,assets/survey_paper/pdfs/phase1_foundational/01_From_Isovists_to_Visibility_Graphs_Turner2001.fulltext.md,True,assets/survey_paper/pdfs/phase1_foundational/01_From_Isovists_to_Visibility_Graphs_Turner2001.meta.json,True,20,56940,phase1_foundational
assets/survey_paper/pdfs/phase1_foundational/02_Space_Syntax_Based_Agent_Simulation_Penn2001.pdf,True,assets/survey_paper/pdfs/phase1_foundational/02_Space_Syntax_Based_Agent_Simulation_Penn2001.fulltext.md,True,assets/survey_paper/pdfs/phase1_foundational/02_Space_Syntax_Based_Agent_Simulation_Penn2001.meta.json,True,16,36439,phase1_foundational
assets/survey_paper/pdfs/phase1_foundational/03_Assisted_Agent_Based_Simulations_Koutsolampros2017.pdf,True,assets/survey_paper/pdfs/phase1_foundational/03_Assisted_Agent_Based_Simulations_Koutsolampros2017.fulltext.md,True,assets/survey_paper/pdfs/phase1_foundational/03_Assisted_Agent_Based_Simulations_Koutsolampros2017.meta.json,True,13,66980,phase1_foundational
assets/survey_paper/pdfs/phase1_foundational/04_Integrating_Space_Syntax_with_Spatial_Interaction_Batty2022.pdf,True,assets/survey_paper/pdfs/phase1_foundational/04_Integrating_Space_Syntax_with_Spatial_Interaction_Batty2022.fulltext.md,True,assets/survey_paper/pdfs/phase1_foundational/04_Integrating_Space_Syntax_with_Spatial_Interaction_Batty2022.meta.json,True,23,86016,phase1_foundational
assets/survey_paper/pdfs/phase1_foundational/05_Space_is_the_Machine_Hillier1996.pdf,True,assets/survey_paper/pdfs/phase1_foundational/05_Space_is_the_Machine_Hillier1996.fulltext.md,True,assets/survey_paper/pdfs/phase1_foundational/05_Space_is_the_Machine_Hillier1996.meta.json,True,368,1062956,phase1_foundational
assets/survey_paper/pdfs/phase1_round3_candidates/R3-01_MineLand_2024.pdf,True,assets/survey_paper/pdfs/phase1_round3_candidates/R3-01_MineLand_2024.fulltext.md,True,assets/survey_paper/pdfs/phase1_round3_candidates/R3-01_MineLand_2024.meta.json,True,33,88316,phase1_round3_candidates
assets/survey_paper/pdfs/phase1_round3_candidates/R3-02_GATSim_2025.pdf,True,assets/survey_paper/pdfs/phase1_round3_candidates/R3-02_GATSim_2025.fulltext.md,True,assets/survey_paper/pdfs/phase1_round3_candidates/R3-02_GATSim_2025.meta.json,True,56,103343,phase1_round3_candidates
assets/survey_paper/pdfs/phase1_round3_candidates/R3-03_Cognitive_Agents_Urban_Mobility_2025.pdf,True,assets/survey_paper/pdfs/phase1_round3_candidates/R3-03_Cognitive_Agents_Urban_Mobility_2025.fulltext.md,True,assets/survey_paper/pdfs/phase1_round3_candidates/R3-03_Cognitive_Agents_Urban_Mobility_2025.meta.json,True,32,95437,phase1_round3_candidates
assets/survey_paper/pdfs/phase1_round3_candidates/R3-04_LLM_Epidemic_Economic_Dynamics_2026.pdf,True,assets/survey_paper/pdfs/phase1_round3_candidates/R3-04_LLM_Epidemic_Economic_Dynamics_2026.fulltext.md,True,assets/survey_paper/pdfs/phase1_round3_candidates/R3-04_LLM_Epidemic_Economic_Dynamics_2026.meta.json,True,24,58166,phase1_round3_candidates
assets/survey_paper/pdfs/phase1_round3_candidates/R3-05_CoELA_2024.pdf,True,assets/survey_paper/pdfs/phase1_round3_candidates/R3-05_CoELA_2024.fulltext.md,True,assets/survey_paper/pdfs/phase1_round3_candidates/R3-05_CoELA_2024.meta.json,True,29,84497,phase1_round3_candidates
assets/survey_paper/pdfs/review_library/01_Feng2025_Spatial_Intelligence_Across_Scales.pdf,True,assets/survey_paper/pdfs/review_library/01_Feng2025_Spatial_Intelligence_Across_Scales.fulltext.md,True,assets/survey_paper/pdfs/review_library/01_Feng2025_Spatial_Intelligence_Across_Scales.meta.json,True,14,68527,review_library
assets/survey_paper/pdfs/review_library/02_Guo2024_LLM_Multi_Agents_Survey.pdf,True,assets/survey_paper/pdfs/review_library/02_Guo2024_LLM_Multi_Agents_Survey.fulltext.md,True,assets/survey_paper/pdfs/review_library/02_Guo2024_LLM_Multi_Agents_Survey.meta.json,True,15,74560,review_library
assets/survey_paper/pdfs/review_library/03_Hu2024_LLM_Game_Agents_Survey.pdf,True,assets/survey_paper/pdfs/review_library/03_Hu2024_LLM_Game_Agents_Survey.fulltext.md,True,assets/survey_paper/pdfs/review_library/03_Hu2024_LLM_Game_Agents_Survey.meta.json,True,36,134158,review_library
assets/survey_paper/pdfs/review_library/04_Gao2024_LLM_ABM_Simulation_Survey.pdf,True,assets/survey_paper/pdfs/review_library/04_Gao2024_LLM_ABM_Simulation_Survey.fulltext.md,True,assets/survey_paper/pdfs/review_library/04_Gao2024_LLM_ABM_Simulation_Survey.meta.json,True,24,158282,review_library
assets/survey_paper/pdfs/review_library/05_Mou2024_Social_Simulation_LLM_Agents_Survey.pdf,True,assets/survey_paper/pdfs/review_library/05_Mou2024_Social_Simulation_LLM_Agents_Survey.fulltext.md,True,assets/survey_paper/pdfs/review_library/05_Mou2024_Social_Simulation_LLM_Agents_Survey.meta.json,True,35,167567,review_library
assets/survey_paper/pdfs/review_library/06_Feng2024_Social_Agents_Game_Theory_Survey.pdf,True,assets/survey_paper/pdfs/review_library/06_Feng2024_Social_Agents_Game_Theory_Survey.fulltext.md,True,assets/survey_paper/pdfs/review_library/06_Feng2024_Social_Agents_Game_Theory_Survey.meta.json,True,31,129991,review_library
assets/survey_paper/pdfs/review_library/07_Luo2025_LLM_Agent_Methodology_Survey.pdf,True,assets/survey_paper/pdfs/review_library/07_Luo2025_LLM_Agent_Methodology_Survey.fulltext.md,True,assets/survey_paper/pdfs/review_library/07_Luo2025_LLM_Agent_Methodology_Survey.meta.json,True,26,164952,review_library
assets/survey_paper/pdfs/review_library/08_Gu2022_VLN_Survey.pdf,True,assets/survey_paper/pdfs/review_library/08_Gu2022_VLN_Survey.fulltext.md,True,assets/survey_paper/pdfs/review_library/08_Gu2022_VLN_Survey.meta.json,True,18,71185,review_library
assets/survey_paper/pdfs/review_library/09_Zhang2024_VLN_Foundation_Models_Survey.pdf,True,assets/survey_paper/pdfs/review_library/09_Zhang2024_VLN_Foundation_Models_Survey.fulltext.md,True,assets/survey_paper/pdfs/review_library/09_Zhang2024_VLN_Foundation_Models_Survey.meta.json,True,32,129501,review_library
assets/survey_paper/pdfs/review_library/10_Ma2024_VLA_Embodied_AI_Survey.pdf,True,assets/survey_paper/pdfs/review_library/10_Ma2024_VLA_Embodied_AI_Survey.fulltext.md,True,assets/survey_paper/pdfs/review_library/10_Ma2024_VLA_Embodied_AI_Survey.meta.json,True,54,340835,review_library
assets/survey_paper/pdfs/review_library/11_Silacci2026_LLM_Agents_Scoping_Review.pdf,True,assets/survey_paper/pdfs/review_library/11_Silacci2026_LLM_Agents_Scoping_Review.fulltext.md,True,assets/survey_paper/pdfs/review_library/11_Silacci2026_LLM_Agents_Scoping_Review.meta.json,True,15,74962,review_library
assets/survey_paper/pdfs/review_library/12_Leiser2025_LLM_Architectures_Scoping_Review.pdf,True,assets/survey_paper/pdfs/review_library/12_Leiser2025_LLM_Architectures_Scoping_Review.fulltext.md,True,assets/survey_paper/pdfs/review_library/12_Leiser2025_LLM_Architectures_Scoping_Review.meta.json,True,15,70900,review_library
assets/survey_paper/pdfs/review_library/13_TudorCar2020_Conversational_Agents_Scoping_Review.pdf,True,assets/survey_paper/pdfs/review_library/13_TudorCar2020_Conversational_Agents_Scoping_Review.fulltext.md,True,assets/survey_paper/pdfs/review_library/13_TudorCar2020_Conversational_Agents_Scoping_Review.meta.json,True,21,106139,review_library
assets/survey_paper/pdfs/review_library/14_Tricco2018_PRISMA_ScR.pdf,True,assets/survey_paper/pdfs/review_library/14_Tricco2018_PRISMA_ScR.fulltext.md,True,assets/survey_paper/pdfs/review_library/14_Tricco2018_PRISMA_ScR.meta.json,True,29,47811,review_library
assets/survey_paper/pdfs/review_library/15_Peters2024_JBI_Scoping_Reviews.pdf,True,assets/survey_paper/pdfs/review_library/15_Peters2024_JBI_Scoping_Reviews.fulltext.md,True,assets/survey_paper/pdfs/review_library/15_Peters2024_JBI_Scoping_Reviews.meta.json,True,190,773908,review_library
assets/survey_paper/pdfs/review_library/16_Arksey2005_Scoping_Studies_Framework.pdf,True,assets/survey_paper/pdfs/review_library/16_Arksey2005_Scoping_Studies_Framework.fulltext.md,True,assets/survey_paper/pdfs/review_library/16_Arksey2005_Scoping_Studies_Framework.meta.json,True,31,43165,review_library
assets/survey_paper/pdfs/review_library/17_Levac2010_Scoping_Studies_Advancing_Methodology.pdf,True,assets/survey_paper/pdfs/review_library/17_Levac2010_Scoping_Studies_Advancing_Methodology.fulltext.md,True,assets/survey_paper/pdfs/review_library/17_Levac2010_Scoping_Studies_Advancing_Methodology.meta.json,True,9,43058,review_library
assets/survey_paper/pdfs/review_library/19_Feliciani2019_Simulation_Models_Peer_Review_Scoping_Review.pdf,True,assets/survey_paper/pdfs/review_library/19_Feliciani2019_Simulation_Models_Peer_Review_Scoping_Review.fulltext.md,True,assets/survey_paper/pdfs/review_library/19_Feliciani2019_Simulation_Models_Peer_Review_Scoping_Review.meta.json,True,40,98127,review_library
