scenario_id,agent_type,judge_face_plausibility,judge_trace_believability,judge_rationale_alignment,judge_urban_common_sense,trace_feasibility,face_feasibility_gap,face_believability_gap,goal_completion,impossible_trace_rate,main_issue,brief_reason
hard_overlapping_windows,sotopia_official_llm_agent,0.63,0.38,0.52,0.55,1.0,0.0,0.25,0.4,0.0,premature finish / missed second meeting,"Going to the cafe first and messaging Ben is locally reasonable, but the trace stops early and never shows the needed coordination for Casey or the later meetup, so the full behavior feels incomplete."
hard_overlapping_windows,generative_agents_official_planner,0.38,0.22,0.15,0.28,0.75,0.0,0.16,0.2,0.25,missed second invitation,"The trace reads like a simple trip to meet Casey and return, but it ignores Ben entirely and the generic adapter reasons do not explain any actual scheduling logic."
hard_overlapping_windows,agentsociety_official_plan_blocks,0.92,0.76,0.97,0.9,0.833,0.087,0.16,0.2,0.167,missing post-park coordination,"The trace is a coherent urban errand sequence that plausibly fits the two invitations, though it ends after the park meeting and never shows the return or any explicit handling of the second window beyond the simple first-to-second ordering."
hard_stale_plan_override,gatsim_official_planner,0.78,0.42,0.28,0.46,0.429,0.351,0.36,0.2,0.571,template-driven repetition,"The trace reaches the updated meeting location in time, but the reasons are generic planner boilerplate and the repeated interaction steps read like filler rather than believable city behavior."
hard_stale_plan_override,sotopia_official_llm_agent,0.87,0.52,0.74,0.58,1.0,0.0,0.35,0.6,0.0,repeated redundant messaging,"The plan to confirm and go to the updated cafe is reasonable, but the trace wastes several steps on nearly identical messages and still never shows actual coordination or arrival with Ben."
hard_stale_plan_override,generative_agents_official_planner,0.82,0.58,0.2,0.74,0.333,0.487,0.24,0.4,0.667,adapter-like placeholder reasoning,"The movement to the updated meeting location is sensible, but the trace reads like a stubbed planner repeating dwell actions with generic reasons rather than a coherent human sequence, and it never clearly reflects the timing of actually meeting Ben."
hard_stale_plan_override,agentsociety_official_plan_blocks,0.62,0.31,0.58,0.44,0.7,0.0,0.31,0.4,0.3,stale repetitive messaging,"The trace reaches the updated cafe and sends a confirming message, but it loops on redundant check-ins and waits past the useful meeting window without adapting to the public update timing."
hard_three_meeting_relay,gatsim_official_planner,0.55,0.38,0.22,0.46,1.0,0.0,0.17,1.0,0.0,template-driven reasoning,"The sequence is superficially like a city errand plan, but the reasons are generic planner boilerplate and the trace misses the stated Casey window while ending with only one meeting clearly aligned to the intended schedule."
hard_three_meeting_relay,sotopia_official_llm_agent,0.84,0.52,0.95,0.74,0.857,0.0,0.32,0.2,0.143,missed scheduled meeting window,"The route and ordering are broadly sensible for a three-stop city errand, but the trace ends at 13:03 after the diner-arrival sequence without showing a believable completion of the planned third meeting window."
hard_three_meeting_relay,generative_agents_official_planner,0.62,0.38,0.18,0.57,0.818,0.0,0.24,0.2,0.182,adapter-only reasoning,"The movement sequence is superficially city-like, but the stated reasons are generic placeholders and the trace shows a mismatched late dwell/use-service pattern after the scheduled meetings are already done."
hard_three_meeting_relay,agentsociety_official_plan_blocks,0.48,0.18,0.75,0.22,1.0,0.0,0.3,0.6,0.0,premature termination after first meeting,"The first park meeting is locally plausible, but the trace stops immediately and never attempts the market or diner windows, so the overall behavior looks incomplete and not like a credible three-meeting relay."
