scenario_id,agent_type,judge_face_plausibility,judge_trace_believability,judge_rationale_alignment,judge_urban_common_sense,trace_feasibility,face_feasibility_gap,face_believability_gap,goal_completion,impossible_trace_rate,main_issue,brief_reason
paired_pickup_a,generative_agents_official_planner,0.9,0.28,0.18,0.62,1.0,0.0,0.62,1.0,0.0,adapter-like placeholder reasoning,"The route and pickup timing are superficially plausible, but the trace looks like a canned adapter sequence with no real social behavior, so the full behavior feels thin and weakly grounded."
paired_pickup_a,agentsociety_official_plan_blocks,0.96,0.89,0.98,0.93,1.0,0.0,0.07,1.0,0.0,"brief, over-compressed trace","The actions and reasons read like a sensible rush-hour school pickup, though the sequence is so minimal and neatly resolved that it feels slightly compressed as a full lived trace."
paired_pickup_b,gatsim_official_planner,0.22,0.06,0.12,0.18,1.0,0.0,0.16,1.0,0.0,goal drift to unrelated destination,"The trace starts with a reasonable school-trip shape, but it immediately follows a generic planner script, reaches the school without the pickup-specific behavior, then drifts to a friend’s home and ends far from the stated family priority."
paired_pickup_b,sotopia_official_llm_agent,0.86,0.27,0.12,0.18,1.0,0.0,0.59,0.5,0.0,generic scripted motion,"The route to school before the deadline is locally plausible, but the trace is just a sequence of generic movement labels with no real decision-making, social response, or pickup behavior, so it reads as weak city behavior overall."
paired_pickup_b,generative_agents_official_planner,0.78,0.22,0.15,0.35,0.75,0.03,0.56,0.9,0.25,incoherent repetitive sequence,"The individual moves to school and back toward a diner are locally plausible, but the trace repeats school-related services without clear purpose and ends at the diner instead of protecting the time-critical pickup."
paired_pickup_b,agentsociety_official_plan_blocks,0.72,0.18,0.93,0.22,0.5,0.22,0.54,0.9,0.5,repeated pickup loop,"The steps and reasons read like a normal school-pickup plan at first, but the trace repeats the same pickup action several times and adds redundant dwell/enter steps, which makes the full sequence implausible."
paired_study_a,gatsim_official_planner,0.93,0.52,0.96,0.78,1.0,0.0,0.41,1.0,0.0,scripted destination hopping,"The actions and reasons sound like a reasonable quiet-study plan, but the full trace feels mechanically scripted and oddly adds a bookstore visit without clear need."
paired_study_a,sotopia_official_llm_agent,0.97,0.44,0.85,0.78,0.333,0.637,0.53,0.15,0.667,redundant dwell / truncated behavior,"Going to the library for a quiet study block is very plausible, but the trace repeats a 50-minute dwell twice and then stops early, which makes the full sequence feel mechanically padded rather than like ordinary city behavior."
paired_study_a,generative_agents_official_planner,0.96,0.95,0.98,0.97,1.0,0.0,0.01,1.0,0.0,none,"The trace is a straightforward, realistic quiet-study trip: Aria goes to the library, enters, works for 50 minutes, and stops while staying within budget."
paired_study_a,agentsociety_official_plan_blocks,0.97,0.96,0.99,0.95,1.0,0.0,0.01,1.0,0.0,none,"The agent goes straight to the library, stays there for a full 50-minute work block, and ends within budget, which is a natural quiet-study pattern."
paired_study_b,gatsim_official_planner,0.76,0.34,0.43,0.72,1.0,0.0,0.42,1.0,0.0,goal drift and odd loopback,"The opening choice of a quiet bookstore and a 50-minute dwell is plausible for a study block, but the sequence then wanders back to the plaza and ends there, so the full behavior no longer reads like a coherent city plan."
paired_study_b,sotopia_official_llm_agent,0.86,0.52,0.3,0.78,0.5,0.36,0.34,0.5,0.5,mechanical repetition and contradictory entry,"The plan is locally reasonable because Aria first tries the closed library, then uses the nearby bookstore for a quiet work block, but the trace has odd redundant enter actions and generic reasons that make the sequence feel partially synthetic."
paired_study_b,generative_agents_official_planner,0.93,0.54,0.35,0.82,0.571,0.359,0.39,0.5,0.429,adapter-action placeholder reasons,"The sequence looks like a reasonable fallback from a closed library to a bookstore and then coworking, but the repeated generic adapter reasons do not match the actual planning logic and make the trace feel mechanically generated."
paired_study_b,agentsociety_official_plan_blocks,0.82,0.58,0.79,0.74,0.625,0.195,0.24,0.5,0.375,looping return to library without need,"The individual moves and reasons sound like a reasonable study-day response to a closure, but the sequence drifts into an unnecessary wait-and-return loop that weakens the overall behavior."
