paper_id,title,abstract,year,venue,url,doi,authors,source_families,final_status,corpus_tier,exclusion_reason,notes
url-9737aca010,Character-LLM: A Trainable Agent for Role-Playing,,2023,NPC dialogue and behavior systems,https://arxiv.org/abs/2310.10158,,Yunfan Shao; Linyang Li; Junqi Dai; Xipeng Qiu,paper_list_npc_dialogue_and_behavior_systems,excluded,excluded,E1,Seeded from local generated paper list for Phase 0 prescreening. Role-playing agent work without an explicit spatial environment.
url-9462d39517,Language Agents with Reinforcement Learning for Strategic Play in the Werewolf Game,,2023,Multi-agent social simulation and emergent behavior,https://arxiv.org/abs/2310.18940,,Zelai Xu; Chao Yu; Fei Fang; Yu Wang; Yi Wu,paper_list_multi_agent_social_simulation_and_emergent_behavior,excluded,excluded,E1,Seeded from local generated paper list for Phase 0 prescreening. Strategic social game without a spatial environment.
url-075bb7df3a,Learning Strategic Language Agents in the Werewolf Game with Iterative Latent Space Policy Optimization (LSPO),,2025,Multi-agent social simulation and emergent behavior,https://arxiv.org/abs/2502.04686,,Zelai Xu; Chao Yu; Fei Fang; Yu Wang; Yi Wu,paper_list_multi_agent_social_simulation_and_emergent_behavior,excluded,excluded,E1,Seeded from local generated paper list for Phase 0 prescreening. Strategic social game without a spatial environment.
url-7d9efef02c,ProAgent: Building Proactive Cooperative Agents with Large Language Models,,2024,Multi-agent social simulation and emergent behavior,https://arxiv.org/abs/2308.11339,,Ceyao Zhang; Kaijie Yang; Siyi Hu; Zihao Wang; Guanghe Li; Yihang Sun; Cheng Zhang; Zhaowei Zhang; Anji Liu; Song-Chun Zhu; Xiaojun Chang; Junge Zhang; Feng Yin; Yitao Liang; Yaodong Yang,paper_list_multi_agent_social_simulation_and_emergent_behavior,adjacent,adjacent,,Seeded from local generated paper list for Phase 0 prescreening. Tagged as adjacent corpus during Phase 0 prescreen.
url-67115afc02,S³: Social-network Simulation System with Large Language Model-Empowered Agents,,2023,Multi-agent social simulation and emergent behavior,https://arxiv.org/abs/2307.14984,,Chen Gao; Xiaochong Lan; Zhihong Lu; Jinzhu Mao; Jinghua Piao; Huandong Wang; Depeng Jin; Yong Li,paper_list_multi_agent_social_simulation_and_emergent_behavior,excluded,excluded,E1,Seeded from local generated paper list for Phase 0 prescreening. Social-network simulation without an embodied or navigable space.
url-9e743060fa,SOTOPIA: Interactive Evaluation for Social Intelligence in Language Agents,,2024,Multi-agent social simulation and emergent behavior,https://arxiv.org/abs/2310.11667,,Xuhui Zhou; Hao Zhu; Leena Mathur; Ruohong Zhang; Haofei Yu; Zhengyang Qi; Louis-Philippe Morency; Yonatan Bisk; Daniel Fried; Graham Neubig; Maarten Sap,paper_list_multi_agent_social_simulation_and_emergent_behavior,excluded,excluded,E1,Seeded from local generated paper list for Phase 0 prescreening. Social interaction benchmark without a spatial environment.
url-7adcfc4b05,AgentSociety: Large-Scale Simulation of LLM-Driven Generative Agents,,2025,Multi-agent social simulation and emergent behavior,https://arxiv.org/abs/2502.08691,,Jinghua Piao et al. (Tsinghua University),paper_list_multi_agent_social_simulation_and_emergent_behavior,core,core,,Seeded from local generated paper list for Phase 0 prescreening. Tagged as core corpus during Phase 0 prescreen.
url-7094be2ebc,Agentic Memory: Learning Unified Long-Term and Short-Term Memory Management for Large Language Model Agents (AgeMem),,2026,Agent memory and cognitive architecture,https://arxiv.org/abs/2601.01885,,Yi Yu; Liuyi Yao; Yuexiang Xie; Qingquan Tan; Jiaqi Feng; Yaliang Li; Libing Wu,paper_list_agent_memory_and_cognitive_architecture,excluded,excluded,E1,Seeded from local generated paper list for Phase 0 prescreening. Agent memory infrastructure without spatial or social simulation focus.
url-8cea3482f7,MemGPT: Towards LLMs as Operating Systems,,2023,Agent memory and cognitive architecture,https://arxiv.org/abs/2310.08560,,Charles Packer; Vivian Fang; Shishir G. Patil; Kevin Lin; Sarah Wooders; Joseph E. Gonzalez,paper_list_agent_memory_and_cognitive_architecture,excluded,excluded,E1,Seeded from local generated paper list for Phase 0 prescreening. Memory/OS architecture paper without a spatial environment.
url-c24672ebcb,Reflexion: Language Agents with Verbal Reinforcement Learning,,2023,Agent memory and cognitive architecture,https://arxiv.org/abs/2303.11366,,Noah Shinn; Federico Cassano; Ashwin Gopinath; Karthik Narasimhan; Shunyu Yao,paper_list_agent_memory_and_cognitive_architecture,excluded,excluded,E1,Seeded from local generated paper list for Phase 0 prescreening. General agent improvement framework without spatial environment evidence.
url-b217ee7110,A-MEM: Agentic Memory for LLM Agents,,2025,Agent memory and cognitive architecture,https://arxiv.org/abs/2502.12110,,Wujiang Xu; Zujie Liang; Kai Mei; Hang Gao; Jun-tao Tan; Yongfeng Zhang,paper_list_agent_memory_and_cognitive_architecture,excluded,excluded,E1,Seeded from local generated paper list for Phase 0 prescreening. Memory module paper without spatial environment evidence.
url-2740fcb70c,Vector-Based Navigation Using Grid-Like Representations in Artificial Agents,,2018,Agent memory and cognitive architecture,https://www.nature.com/articles/s41586-018-0102-6,,Andrea Banino; Caswell Barry; Benigno Uria; Charles Blundell; Timothy Lillicrap; Piotr Mirowski et al. (DeepMind),paper_list_agent_memory_and_cognitive_architecture,foundational,foundational,,Seeded from local generated paper list for Phase 0 prescreening. Tagged as foundational corpus during Phase 0 prescreen.
url-301a346a4a,"Place Cells, Grid Cells, and Memory",,2015,Agent memory and cognitive architecture,https://pmc.ncbi.nlm.nih.gov/articles/PMC4315928/,,May-Britt Moser; David C. Rowland; Edvard I. Moser,paper_list_agent_memory_and_cognitive_architecture,foundational,foundational,,Seeded from local generated paper list for Phase 0 prescreening. Tagged as foundational corpus during Phase 0 prescreen.
url-58351ab942,A Non-Spatial Account of Place and Grid Cells Based on Clustering Models of Concept Learning,,2019,Agent memory and cognitive architecture,https://www.nature.com/articles/s41467-019-13760-8,,Love lab (multiple authors),paper_list_agent_memory_and_cognitive_architecture,foundational,foundational,,Seeded from local generated paper list for Phase 0 prescreening. Tagged as foundational corpus during Phase 0 prescreen.
url-626f111b28,GVGAI-LLM: Evaluating Large Language Model Agents with Infinite Games,,2025,Evaluation methodology,https://arxiv.org/abs/2508.08501,,Yuchen Li; Cong Lin; Muhammad Umair Nasir; Philip Bontrager; Jialin Liu; Julian Togelius,paper_list_evaluation_methodology,excluded,excluded,E2,Seeded from local generated paper list for Phase 0 prescreening. Game benchmark emphasizes task performance rather than social behavior.
url-af60043c62,Judging LLM-as-a-Judge with MT-Bench and Chatbot Arena,,2023,Evaluation methodology,https://arxiv.org/abs/2306.05685,,Lianmin Zheng; Wei-Lin Chiang; Ying Sheng; Siyuan Zhuang; Zhanghao Wu; Yonghao Zhuang; Zi Lin; Zhuohan Li; Dacheng Li; Eric P. Xing; Hao Zhang; Joseph E. Gonzalez; Ion Stoica,paper_list_evaluation_methodology,excluded,excluded,E1,Seeded from local generated paper list for Phase 0 prescreening. Evaluation methodology paper without a spatial environment.
url-5b29ec5124,A Survey on LLM-as-a-Judge,,2024,Evaluation methodology,https://arxiv.org/abs/2411.15594,,,paper_list_evaluation_methodology,excluded,excluded,E1,Seeded from local generated paper list for Phase 0 prescreening. Evaluation survey without a spatial environment.
url-979cd4bf3f,Navigates Like Me: Understanding How People Evaluate Human-Like AI in Video Games,,2023,Evaluation methodology,https://dl.acm.org/doi/fullHtml/10.1145/3544548.3581348,,Stephanie Milani; Julian Juliani; Ida Momennejad et al.,paper_list_evaluation_methodology,foundational,foundational,,Seeded from local generated paper list for Phase 0 prescreening. Tagged as foundational corpus during Phase 0 prescreen.
url-8f37d1c290,Turing's Test and Believable AI in Games,,2006,Evaluation methodology,https://dl.acm.org/doi/10.1145/1111293.1111303,,Daniel Livingstone,paper_list_evaluation_methodology,foundational,foundational,,Seeded from local generated paper list for Phase 0 prescreening. Tagged as foundational corpus during Phase 0 prescreen.
url-ff1df63250,Assessing Believability,,2013,Evaluation methodology,https://link.springer.com/chapter/10.1007/978-3-642-32323-2_9,,Julian Togelius; Georgios N. Yannakakis; Sergey Karakovskiy; Noor Shaker,paper_list_evaluation_methodology,foundational,foundational,,Seeded from local generated paper list for Phase 0 prescreening. Tagged as foundational corpus during Phase 0 prescreen.
url-122afe6228,Network Formation and Dynamics Among Multi-LLMs,,2025,Evaluation methodology,https://arxiv.org/abs/2402.10659,,Marios Papachristou; Yuan Yuan,paper_list_evaluation_methodology,excluded,excluded,E1,Seeded from local generated paper list for Phase 0 prescreening. Network dynamics study without a spatial environment.
url-3795ea6e65,Unveiling the Collective Behaviors of Large Language Model-Based Autonomous Agents in an Online Community,,2025,Evaluation methodology,https://www.sciencedirect.com/science/article/pii/S2543925125000154,,,paper_list_evaluation_methodology,excluded,excluded,E1,Seeded from local generated paper list for Phase 0 prescreening. Online community study without a navigable spatial environment.
the-social-logic-of-space-1984,The Social Logic of Space*,,1984,Space Syntax 经典文献,,,Hillier; B.; Hanson; J.,background_refs_space_syntax,foundational,foundational,,Seeded from local background survey reference list for Phase 0 prescreening. Tagged as foundational corpus during Phase 0 prescreen.
natural-movement-or-configuration-and-attraction-in-urban-pedestrian-movement-1993,"Natural movement: or, configuration and attraction in urban pedestrian movement",,1993,Space Syntax 经典文献,,,Hillier; B.; Penn; A.; Hanson; J.; Grajewski; T.; Xu; J.,background_refs_space_syntax,foundational,foundational,,Seeded from local background survey reference list for Phase 0 prescreening. Tagged as foundational corpus during Phase 0 prescreen.
crime-and-urban-layout-the-need-for-evidence-2000,Crime and urban layout: The need for evidence,,2000,Space Syntax 经典文献,,,Hillier; B.; Shu; S.,background_refs_space_syntax,foundational,foundational,,Seeded from local background survey reference list for Phase 0 prescreening. Tagged as foundational corpus during Phase 0 prescreen.
decoding-homes-and-houses-1998,Decoding Homes and Houses*,,1998,Space Syntax 经典文献,,,Hanson; J.,background_refs_space_syntax,foundational,foundational,,Seeded from local background survey reference list for Phase 0 prescreening. Tagged as foundational corpus during Phase 0 prescreen.
depthmap-a-program-to-perform-visibility-graph-analysis-2001,Depthmap: A program to perform visibility graph analysis,,2001,Space Syntax 经典文献,,,Turner; A.,background_refs_space_syntax,foundational,foundational,,Seeded from local background survey reference list for Phase 0 prescreening. Tagged as foundational corpus during Phase 0 prescreen.
space-syntax-a-brief-introduction-to-its-logic-and-analytical-techniques-2003,Space Syntax: A brief introduction to its logic and analytical techniques,,2003,Space Syntax 经典文献,,,Bafna; S.,background_refs_space_syntax,foundational,foundational,,Seeded from local background survey reference list for Phase 0 prescreening. Tagged as foundational corpus during Phase 0 prescreen.
the-mathematics-of-spatial-configuration-revisiting-revising-and-critiquing-justified-plan-graph-theory-2011,"The mathematics of spatial configuration: Revisiting, revising and critiquing justified plan graph theory",,2011,Space Syntax 经典文献,,,Ostwald; M. J.,background_refs_space_syntax,foundational,foundational,,Seeded from local background survey reference list for Phase 0 prescreening. Tagged as foundational corpus during Phase 0 prescreen.
urban-network-analysis-a-new-toolbox-for-arcgis-2012,Urban Network Analysis: A new toolbox for ArcGIS,,2012,Space Syntax 计算与应用,,,Sevtsuk; A.; Mekonnen; M.,background_refs_space_syntax,foundational,foundational,,Seeded from local background survey reference list for Phase 0 prescreening. Tagged as foundational corpus during Phase 0 prescreen.
is-spatial-intelligibility-critical-to-the-design-of-large-scale-virtual-environments-international-journal-of-design-computing-2002,Is spatial intelligibility critical to the design of large-scale virtual environments?* International Journal of Design Computing,,2002,Space Syntax 计算与应用,,,Conroy Dalton; R.,background_refs_space_syntax,foundational,foundational,,Seeded from local background survey reference list for Phase 0 prescreening. Tagged as foundational by section-level Phase 0 rule.
space-syntax-for-modeling-building-evacuation-2010,Space Syntax for modeling building evacuation,,2010,Space Syntax 计算与应用,,,Knecht; K.; Kolbe; T. H.,background_refs_space_syntax,foundational,foundational,,Seeded from local background survey reference list for Phase 0 prescreening. Tagged as foundational corpus during Phase 0 prescreen.
the-new-science-of-cities-2013,The New Science of Cities*,,2013,Space Syntax 计算与应用,,,Batty; M.,background_refs_space_syntax,foundational,foundational,,Seeded from local background survey reference list for Phase 0 prescreening. Tagged as foundational corpus during Phase 0 prescreen.
generative-agents-interactive-simulacra-of-human-behavior-2023,Generative agents: Interactive simulacra of human behavior,,2023,LLM Agent 架构,,,Park; J. S.; O'Brien; J. C.; Cai; C. J.; Morris; M. R.; Liang; P.; Bernstein; M. S.,background_refs_llm_agent,core,core,,Seeded from local background survey reference list for Phase 0 prescreening. Tagged as core corpus during Phase 0 prescreen.
voyager-an-open-ended-embodied-agent-with-large-language-models-2023,Voyager: An open-ended embodied agent with large language models,,2023,LLM Agent 架构,,,Wang; G.; Xie; Y.; Jiang; Y.; et al.,background_refs_llm_agent,adjacent,adjacent,,Seeded from local background survey reference list for Phase 0 prescreening. Tagged as adjacent corpus during Phase 0 prescreen.
metagpt-meta-programming-for-a-multi-agent-collaborative-framework-2024,MetaGPT: Meta programming for a multi-agent collaborative framework,,2024,LLM Agent 架构,,,Hong; S.; Zhuge; M.; Chen; J.; et al.,background_refs_llm_agent,excluded,excluded,E1,Seeded from local background survey reference list for Phase 0 prescreening. Software collaboration framework without a spatial environment.
agentbench-evaluating-llms-as-agents-2024,AgentBench: Evaluating LLMs as agents,,2024,LLM Agent 架构,,,Liu; X.; Yu; H.; Zhang; H.; et al.,background_refs_llm_agent,excluded,excluded,E1,Seeded from local background survey reference list for Phase 0 prescreening. Agent benchmark without a stable spatial environment.
toolformer-language-models-can-teach-themselves-to-use-tools-2023,Toolformer: Language models can teach themselves to use tools,,2023,LLM Agent 架构,,,Schick; T.; Dwivedi-Yu; J.; Dessì; R.; et al.,background_refs_llm_agent,excluded,excluded,E1,Seeded from local background survey reference list for Phase 0 prescreening. Tool-use model paper without a spatial environment.
hugginggpt-solving-ai-tasks-with-chatgpt-and-its-friends-in-hugging-face-2023,HuggingGPT: Solving AI tasks with ChatGPT and its friends in Hugging Face,,2023,LLM Agent 架构,,,Shen; Y.; Song; K.; Tan; X.; et al.,background_refs_llm_agent,excluded,excluded,E1,Seeded from local background survey reference list for Phase 0 prescreening. Task orchestration framework without a spatial environment.
chain-of-thought-prompting-elicits-reasoning-in-large-language-models-2022,Chain-of-thought prompting elicits reasoning in large language models,,2022,LLM 推理与空间能力,,,Wei; J.; Wang; X.; Schuurmans; D.; et al.,background_refs_llm,adjacent,adjacent,,Seeded from local background survey reference list for Phase 0 prescreening. Tagged as adjacent corpus during Phase 0 prescreen.
react-synergizing-reasoning-and-acting-in-language-models-2023,ReAct: Synergizing reasoning and acting in language models,,2023,LLM 推理与空间能力,,,Yao; S.; Zhao; J.; Yu; D.; et al.,background_refs_llm,adjacent,adjacent,,Seeded from local background survey reference list for Phase 0 prescreening. Tagged as adjacent corpus during Phase 0 prescreen.
tree-of-thoughts-deliberate-problem-solving-with-large-language-models-2024,Tree of thoughts: Deliberate problem solving with large language models,,2024,LLM 推理与空间能力,,,Yao; S.; Yu; D.; Zhao; J.; et al.,background_refs_llm,adjacent,adjacent,,Seeded from local background survey reference list for Phase 0 prescreening. Tagged as adjacent corpus during Phase 0 prescreen.
spartqa-a-textual-question-answering-benchmark-for-spatial-reasoning-2021,SpartQA: A textual question answering benchmark for spatial reasoning,,2021,LLM 推理与空间能力,,,Mirzaee; R.; Long; H.; Peng; B.; et al.,background_refs_llm,adjacent,adjacent,,Seeded from local background survey reference list for Phase 0 prescreening. Tagged as adjacent corpus during Phase 0 prescreen.
stepgame-a-new-benchmark-for-robust-multi-hop-spatial-reasoning-in-texts-2022,StepGame: A new benchmark for robust multi-hop spatial reasoning in texts,,2022,LLM 推理与空间能力,,,Shi; W.; Zhao; H.; Sui; Z.,background_refs_llm,adjacent,adjacent,,Seeded from local background survey reference list for Phase 0 prescreening. Tagged as adjacent corpus during Phase 0 prescreen.
language-models-represent-space-and-time-2024,Language models represent space and time,,2024,LLM 推理与空间能力,,,Gurnee; W.; Tegmark; M.,background_refs_llm,adjacent,adjacent,,Seeded from local background survey reference list for Phase 0 prescreening. Tagged as adjacent corpus during Phase 0 prescreen.
generative-agent-based-modeling-with-actions-grounded-in-physical-social-or-digital-space-using-concordia-2023,"Generative agent-based modeling with actions grounded in physical, social, or digital space using Concordia",,2023,多智能体社会模拟,,,Vezhnevets; A. S.; Agapiou; J. P.; Aharon; A.; et al.,background_refs_,core,core,,Seeded from local background survey reference list for Phase 0 prescreening. Tagged as core corpus during Phase 0 prescreen.
agentsims-an-open-source-sandbox-for-large-language-model-evaluation-2024,AgentSims: An open-source sandbox for large language model evaluation,,2024,多智能体社会模拟,,,Lin; Z.; Yu; Z.; et al.,background_refs_,adjacent,adjacent,,Seeded from local background survey reference list for Phase 0 prescreening. Tagged as adjacent corpus during Phase 0 prescreen.
large-language-model-empowered-agents-for-simulating-macroeconomic-activities-2024,Large language model-empowered agents for simulating macroeconomic activities,,2024,多智能体社会模拟,,,Gao; C.; Lan; X.; Li; N.; et al.,background_refs_,excluded,excluded,E1,Seeded from local background survey reference list for Phase 0 prescreening. Macroeconomic simulation without a navigable spatial environment.
