paper_id,title,abstract,year,venue,url,doi,authors,source_families,final_status,corpus_tier,exclusion_reason,notes
doi-7b72a70a84,Towards Meaningful University Space: Perceptions of the Quality of Open Spaces for Students,"This study investigated students’ attitudes towards the use of outdoor open space in universities, identifying the most comfortable conditions and favourable factors, including urban layout, physical features, and outdoor thermal conditions, as well as the students’ needs and behaviour. A quasi-experiment was used to assess the quality of the outdoor spaces. Three outdoor open spaces on the university’s campus were used for the case study. A spatial analysis employing space syntax was used to determine the integration, agent, and connection factors. For the microclimate conditions, simulations were conducted. The students’ actions were recorded, and a questionnaire concerning their preferences was disseminated. According to the respondents, the key advantages of campus open spaces are that they provide places in which to socialise and rest and to pass by. The data revealed a correlation between microclimate conditions and the use of outdoor spaces. However, the students use outdoor venues even in unfavourable microclimates. The visual factor and spatial configuration of the site have a significant impact on the use of open spaces; hence, visibility is an important feature in campus layouts. This study established a baseline of data to integrate social and contextual factors for the creation of meaningful spaces in universities.",2021,Buildings,https://doi.org/10.3390/buildings11110556,10.3390/buildings11110556,Saba Alnusairat; Yara Ayyad; Zahra Al-Shatnawi,phase1_a_openalex_2026-04-13,,,,
doi-e3751f02d5,Six views of embodied cognition,Psychonomic Bulletin & Review - The emerging viewpoint of embodied cognition holds that cognitive processes are deeply rooted in the body’s interactions with the world. This position...,2002,Psychonomic Bulletin & Review,https://doi.org/10.3758/bf03196322,10.3758/bf03196322,Margaret Wilson,phase1_a_openalex_2026-04-13,,,,
doi-534e3246e7,A realistic outdoor urban pedestrian mobility model,"This study develops a realistic model of outdoor urban pedestrian mobility. It focuses on how pedestrians move through urban environments under spatial, behavioral, and environmental constraints relevant to simulation and planning.",2012,Simulation Modelling Practice and Theory,https://doi.org/10.1016/j.simpat.2012.04.006,10.1016/j.simpat.2012.04.006,Ryan Vogt; Ioanis Nikolaidis; Paweł Gburzyński,phase1_a_openalex_2026-04-13,,,,
doi-c3535c48da,Approximation Algorithms for NP-Hard Problems,"Approximation algorithms have developed in response to the impossibility of solving a great variety of important optimization problems. Too frequently, when attempting to get a solution for a problem, one is confronted with the fact that the problem is NP-hard. This, in the words of Garey and Johnson, means ""I can't find an efficient algorithm, but neither can all of these famous people."" While this is a significant theoretical step, it hardly qualifies as a cheering piece of news.If the optimal solution is unattainable then it is reasonable to sacrifice optimality and settle for a ""good"" feasible solution that can be computed efficiently. Of course, we would like to sacrifice as little optimality as possible, while gaining as much as possible in efficiency. Trading-off optimality in favor of tractability is the paradigm of approximation algorithms.The main themes of this book revolve around the design of such algorithms and the ""closeness"" to optimum that is achievable in polynomial time. To evaluate the limits of approximability, it is important to derive lower bounds or inapproximability results. In some cases, approximation algorithms must satisfy additional structural requirements such as being on-line, or working within limited space. This book reviews the design techniques for such algorithms and the developments in this area since its inception about three decades ago.",1997,ACM SIGACT News,https://doi.org/10.1145/261342.571216,10.1145/261342.571216,Dorit S. Hochba,phase1_a_openalex_2026-04-13,,,,
doi-2340b28cb5,From Functional Space to Experience Space:,"Space syntax starts from the ontology of space to quantify the space and uses mathematical logic to reveal and describe the logic of the space structure. However, the application of space syntax analysis to museums in China has rarely been explored. In light of this, this study employs space syntax to analyse the Gulangyu Organ Museum (Xiamen, China) and uses the topological depth, visual graph analysis, and agent simulation to describe the structure of the museum space. Accordingly, several suggestions are proposed, including rearranging the layout of the museum's functions and transforming the museum from functional space to experience space. This study can serve as a valuable reference for the application of space syntax in the design and optimization of space design and functional layout. We believe that the findings of this study can also be applied to other cultural institutions (e.g., galleries) with similar characteristics.",2020,International Review for Spatial Planning and Sustainable Development,https://doi.org/10.14246/irspsda.8.2_86,10.14246/irspsda.8.2_86,Yuan Li; Jingxiong Huang; Linchuan Yang,phase1_a_openalex_2026-04-13,,,,
doi-5d796c132d,Making Sense of Agent-based Simulation: Developing Design Strategy for Pedestrian-centric Urban Space,"This study investigates the relationships of field observa- tion, multi-agent simulation and space-syntax theory in spatial config- uration for developing design strategy for a case study, a tourist hub area in Musi Riverside, Palembang. Having such potential advantage and to tackle existing social and urban issues, our study developed a design approach based on multi-agent simulation enhanced by space syntax theory. The goal of this study is a deep understanding of multi agent simulation through mechanism of validation using field obser- vation and by taking into account the existing urban features. The purpose is to develop design strategy of pedestrian-centric urban space to be functioned as a tourist hub based on computational modelling. Following the paths result of pedestrian flow by multi-agents simula- tion, we elaborated the analysis of facility programming by means of Space Syntax theory. It shows the ranking of facility programs based on their relative connectivity and integration. By merging this result, it assembles programs and their circulation spaces by means of compu- tational simulation. Experimenting in both fields show a novel ap- proach for pedestrian-centric design in urban scale, particularly since behavioural models rarely used in early stage of design process. It shows that multi-agent simulation should be coupled with field obser- vation.",2016,Proceedings of the International Conference on Computer-Aided Architectural Design Research in Asia,https://doi.org/10.52842/conf.caadria.2016.343,10.52842/conf.caadria.2016.343,Nova Asriana; Aswin Indraprastha,phase1_a_openalex_2026-04-13,,,,
doi-87fc71b457,"Analysis of Pedestrian Behaviors in Subway Station Using Agent-Based Model: Case of Gangnam Station, Seoul, Korea","Numerous pedestrians interact with the subway station space by finding entrances into this closed area to use the subway system; further, they may use transfer transportation facilities or the complex functions nearby, such as commercial. Many studies examine pedestrian behaviors in subway stations, but most focus on special situations such as disasters and evacuation. Because it is important to analyze gait patterns in everyday situations, this study aims to verify the explanatory power of actual gait behavior by using space syntax theory in constructing an optimal agent-based model. To this end, first, pedestrian characteristics and space types are classified using pedestrian data from Gangnam Station. Second, the depthmapX program is used to develop an appropriate agent-based model for stations. Third, a simulation is run to calculate the frequency of the agent movement at each gate, which is matched with the observed pedestrian volume. Fourth, the relationship between the frequency of the agent movement and pedestrian volume is analyzed using Statistical Package for the Social Sciences. The results show that although agent-based models have limitations in explaining pedestrian patterns in the entire subway station, they are capable of explaining these patterns along the shortest paths between ticket gates and station entrances.",2023,Buildings,https://doi.org/10.3390/buildings13020537,10.3390/buildings13020537,Joo Young Kim; Young Ook Kim,phase1_a_openalex_2026-04-13,,,,
doi-4f598db208,Can cognitive inferences be made from aggregate traffic flow data?,"This work asks whether aggregate traffic-flow data can support cognitive inferences about how people perceive, navigate, or respond to urban spatial structure. It links observed movement patterns to questions about underlying spatial cognition and decision behavior.",2015,Computers Environment and Urban Systems,https://doi.org/10.1016/j.compenvurbsys.2015.08.005,10.1016/j.compenvurbsys.2015.08.005,Itzhak Omer; Bin Jiang,phase1_a_openalex_2026-04-13,,,,
doi-6ed5551b96,The myth of language universals: Language diversity and its importance for cognitive science,"Talk of linguistic universals has given cognitive scientists the impression that languages are all built to a common pattern. In fact, there are vanishingly few universals of language in the direct sense that all languages exhibit them. Instead, diversity can be found at almost every level of linguistic organization. This fundamentally changes the object of enquiry from a cognitive science perspective. This target article summarizes decades of cross-linguistic work by typologists and descriptive linguists, showing just how few and unprofound the universal characteristics of language are, once we honestly confront the diversity offered to us by the world's 6,000 to 8,000 languages. After surveying the various uses of ""universal,"" we illustrate the ways languages vary radically in sound, meaning, and syntactic organization, and then we examine in more detail the core grammatical machinery of recursion, constituency, and grammatical relations. Although there are significant recurrent patterns in organization, these are better explained as stable engineering solutions satisfying multiple design constraints, reflecting both cultural-historical factors and the constraints of human cognition. Linguistic diversity then becomes the crucial datum for cognitive science: we are the only species with a communication system that is fundamentally variable at all levels. Recognizing the true extent of structural diversity in human language opens up exciting new research directions for cognitive scientists, offering thousands of different natural experiments given by different languages, with new opportunities for dialogue with biological paradigms concerned with change and diversity, and confronting us with the extraordinary plasticity of the highest human skills.",2009,Behavioral and Brain Sciences,https://doi.org/10.1017/s0140525x0999094x,10.1017/s0140525x0999094x,Nicholas Evans; Stephen C. Levinson,phase1_a_openalex_2026-04-13,,,,
doi-2d9d2eeb63,A data-driven path planning model for crowd capacity analysis,"This study presents a data-driven path-planning model for crowd capacity analysis. It focuses on how route choice, movement constraints, and crowd-flow estimation can be used to evaluate space capacity and support planning or safety assessment.",2019,Journal of Computational Science,https://doi.org/10.1016/j.jocs.2019.05.003,10.1016/j.jocs.2019.05.003,Sing Kuang Tan; Nan Hu; Wentong Cai,phase1_a_openalex_2026-04-13,,,,
doi-d3a17a98b3,An integrated theory of language production and comprehension,"Currently, production and comprehension are regarded as quite distinct in accounts of language processing. In rejecting this dichotomy, we instead assert that producing and understanding are interwoven, and that this interweaving is what enables people to predict themselves and each other. We start by noting that production and comprehension are forms of action and action perception. We then consider the evidence for interweaving in action, action perception, and joint action, and explain such evidence in terms of prediction. Specifically, we assume that actors construct forward models of their actions before they execute those actions, and that perceivers of others' actions covertly imitate those actions, then construct forward models of those actions. We use these accounts of action, action perception, and joint action to develop accounts of production, comprehension, and interactive language. Importantly, they incorporate well-defined levels of linguistic representation (such as semantics, syntax, and phonology). We show (a) how speakers and comprehenders use covert imitation and forward modeling to make predictions at these levels of representation, (b) how they interweave production and comprehension processes, and (c) how they use these predictions to monitor the upcoming utterances. We show how these accounts explain a range of behavioral and neuroscientific data on language processing and discuss some of the implications of our proposal.",2013,Behavioral and Brain Sciences,https://doi.org/10.1017/s0140525x12001495,10.1017/s0140525x12001495,Martin J. Pickering; Simon Garrod,phase1_a_openalex_2026-04-13,,,,
doi-03de73bb0c,Distributing Pedestrians in a Virtual Environment,"Distributing a collection of virtual humans throughout a large urban environment, where limited semantic information is available, poses a problem when attempting to create a visually realistic real time environment. Randomly positioning agents within an urban environment will not cover the environment with virtual humans in a plausible way. For example, areas of the urban space that are more frequently used should have a higher population density both at the start and during the simulation. It is infeasible to manually identify areas in the urban environment which should be crowded or sparsely populated when considering a scalable method, suitable for large environments. Consequently, this paper combines and extends techniques from spatial analysis and virtual agent behaviour simulations to develop a system capable of automatically distributing pedestrians in an urban environment. In particular, it extends the pointbased space syntax technique to enable the automatic analysis of a large urban environment in the presence of limited contextual information. This analysis specifies a set of population densities for areas in the environment and these values are used to initialise the locations of all the virtual humans in the environment. In addition to the initialisation stage the population densities in each area are consulted to ensure that the correct distribution of virtual humans is maintained throughout the simulation. The system is tested on an arbitrary section of a real city and comparisons of the characteristic parts of the test environment are correlated with the pedestrian movements.",2007,2007 International Conference on Cyberworlds (CW'07),https://doi.org/10.1109/cw.2007.9,10.1109/cw.2007.9,Murat Haciömeroğlu; Robert G. Laycock; Andy M. Day,phase1_a_openalex_2026-04-13,,,,
doi-1659381da3,"Distributed representations, simple recurrent networks, and grammatical structure","Machine Learning - In this paper three problems for a connectionist account of language are considered Using a prediction task, a simple recurrent network (SRN) is trained on multiclausal sentences...",1991,Machine Learning,https://doi.org/10.1007/bf00114844,10.1007/bf00114844,Jeffrey L. Elman,phase1_a_openalex_2026-04-13,,,,
doi-f13eccd952,CYC,"Since 1984, a person-century of effort has gone into building CYC, a universal schema of roughly 10 5 general concepts spanning human reality. Most of the time has been spent codifying knowledge about these concepts; approximately 10 6 commonsense axioms have been handcrafted for and entered into CYC's knowledge base, and millions more have been inferred and cached by CYC. This article examines the fundamental assumptions of doing such a large-scale project, reviews the technical lessons learned by the developers, and surveys the range of applications that are or soon will be enabled by the technology.",1995,Communications of the ACM,https://doi.org/10.1145/219717.219745,10.1145/219717.219745,Douglas B. Lenat,phase1_a_openalex_2026-04-13,,,,
doi-ecbeb30a22,Toward a mechanistic psychology of dialogue,"Traditional mechanistic accounts of language processing derive almost entirely from the study of monologue. Yet, the most natural and basic form of language use is dialogue. As a result, these accounts may only offer limited theories of the mechanisms that underlie language processing in general. We propose a mechanistic account of dialogue, the interactive alignment account, and use it to derive a number of predictions about basic language processes. The account assumes that, in dialogue, the linguistic representations employed by the interlocutors become aligned at many levels, as a result of a largely automatic process. This process greatly simplifies production and comprehension in dialogue. After considering the evidence for the interactive alignment model, we concentrate on three aspects of processing that follow from it. It makes use of a simple interactive inference mechanism, enables the development of local dialogue routines that greatly simplify language processing, and explains the origins of self-monitoring in production. We consider the need for a grammatical framework that is designed to deal with language in dialogue rather than monologue, and discuss a range of implications of the account.",2004,Behavioral and Brain Sciences,https://doi.org/10.1017/s0140525x04000056,10.1017/s0140525x04000056,Martin J. Pickering; Simon Garrod,phase1_a_openalex_2026-04-13,,,,
doi-d5f5577aed,Using space syntax and agent-based approaches for modeling pedestrian volume at the urban scale,This study examines urban pedestrian volume by combining space-syntax measures with agent-based modeling at city scale. It evaluates how configurational street-network structure helps explain pedestrian movement and compares the resulting predictions with observed pedestrian counts to assess the value of the hybrid modeling approach.,2017,Computers Environment and Urban Systems,https://doi.org/10.1016/j.compenvurbsys.2017.01.007,10.1016/j.compenvurbsys.2017.01.007,Itzhak Omer; Nir Kaplan,phase1_a_openalex_2026-04-13,,,,
doi-65af7f5f90,Social networks and spatial configuration—How office layouts drive social interaction,"This article connects office layout analysis with social-network evidence to examine how spatial configuration shapes workplace interaction. Using space-syntax indicators together with observed or reported social ties, it analyzes whether proximity, visibility, and layout structure are associated with communication patterns in office environments.",2011,Social Networks,https://doi.org/10.1016/j.socnet.2011.05.005,10.1016/j.socnet.2011.05.005,Kerstin Sailer; Ian McCulloh,phase1_a_openalex_2026-04-13,,,,
